time,"(1.304, 1.617]","(1.617, 2.004]","(2.004, 2.483]","(2.483, 3.078]","(3.078, 3.815]","(3.815, 4.729]","(4.729, 5.861]","(5.861, 7.264]","(7.264, 9.004]","(9.004, 11.16]","(11.16, 13.832]","(13.832, 17.144]","(17.144, 21.249]","(21.249, 26.337]","(26.337, 32.643]","(32.643, 40.46]","(40.46, 50.148]","(50.148, 62.156]","(62.156, 77.039]","(77.039, 95.485]","(95.485, 118.349]","(118.349, 146.688]","(146.688, 181.813]","(181.813, 225.347]","(225.347, 279.307]","(279.307, 346.187]","(346.187, 429.081]","(429.081, 531.824]","(531.824, 659.169]","(659.169, 817.007]"
2021-07-11 00:00:00,0,0,0,0,0,1,0,3,2,0,2,3,5,4,3,4,5,4,2,6,4,4,17,7,13,13,12,14,18,9
2021-07-11 01:00:00,0,0,0,0,0,0,0,2,2,2,3,4,4,2,3,6,5,4,3,4,4,5,12,8,10,12,12,10,12,7
2021-07-11 02:00:00,0,0,0,1,1,0,0,1,3,3,4,4,2,1,3,7,5,4,4,1,4,6,6,8,8,10,12,7,7,5
2021-07-11 03:00:00,0,0,0,0,1,0,0,1,2,2,4,4,2,1,4,6,6,5,6,3,7,6,7,9,8,7,8,7,4,4
2021-07-11 04:00:00,0,0,0,0,1,0,1,1,1,2,5,3,3,1,5,6,6,6,9,5,10,6,8,10,8,4,5,7,2,4
2021-07-11 05:00:00,0,0,1,0,0,0,0,1,2,1,4,3,4,2,8,6,6,6,8,8,12,6,12,8,8,5,8,8,4,6
2021-07-11 06:00:00,0,0,2,0,0,1,0,1,2,0,4,3,6,4,10,7,7,7,7,12,14,5,15,6,9,6,11,8,5,8
2021-07-11 07:00:00,0,0,1,0,0,1,0,2,1,2,3,4,5,4,8,7,10,10,8,13,15,12,12,10,8,10,8,9,4,6
2021-07-11 08:00:00,0,1,0,0,0,1,1,2,0,3,2,5,4,4,7,7,13,12,10,14,16,18,8,14,6,13,5,10,3,3
2021-07-11 09:00:00,0,0,0,1,0,1,2,2,2,6,8,4,4,10,8,10,14,12,16,13,24,22,16,18,17,14,7,9,6,3
2021-07-11 10:00:00,0,0,1,2,1,1,3,2,5,8,13,4,5,15,10,14,15,11,21,12,31,26,25,23,28,15,9,8,10,3
2021-07-11 11:00:00,0,0,0,1,0,2,4,2,6,8,8,8,10,16,10,12,16,14,18,14,25,29,27,32,30,22,14,14,10,4
2021-07-11 12:00:00,0,1,0,0,0,3,5,1,7,9,4,13,14,16,9,10,17,18,14,15,19,32,29,40,31,29,18,21,10,4
2021-07-11 13:00:00,0,0,1,2,2,4,5,4,8,12,6,13,17,18,18,16,25,24,20,28,32,46,47,58,46,34,28,26,14,6
2021-07-11 14:00:00,1,0,2,4,3,5,5,7,10,16,8,13,20,19,26,22,33,31,27,41,45,61,65,77,62,40,39,31,17,8
2021-07-11 15:00:00,1,0,1,2,2,4,3,6,8,10,6,10,14,14,16,16,20,22,18,26,32,44,43,60,46,30,36,22,12,5
2021-07-11 16:00:00,1,0,0,0,1,2,1,5,5,4,5,6,8,10,7,11,7,14,9,11,19,28,21,43,29,21,32,13,6,2
