time,"(2.403, 2.942]","(2.942, 3.601]","(3.601, 4.408]","(4.408, 5.396]","(5.396, 6.605]","(6.605, 8.085]","(8.085, 9.897]","(9.897, 12.115]","(12.115, 14.83]","(14.83, 18.153]","(18.153, 22.222]","(22.222, 27.201]","(27.201, 33.297]","(33.297, 40.759]","(40.759, 49.892]","(49.892, 61.073]","(61.073, 74.759]","(74.759, 91.512]","(91.512, 112.019]","(112.019, 137.122]","(137.122, 167.85]","(167.85, 205.464]","(205.464, 251.507]","(251.507, 307.868]","(307.868, 376.86]","(376.86, 461.312]","(461.312, 564.689]","(564.689, 691.232]","(691.232, 846.133]","(846.133, 1035.746]"
2020-07-14 00:00:00,0,2,0,2,0,4,2,2,4,5,3,6,4,5,4,2,2,5,13,6,8,8,15,19,24,28,30,22,15,15
2020-07-14 01:00:00,0,2,0,4,0,4,2,3,5,6,4,8,6,6,6,8,6,7,12,16,18,18,21,27,32,30,30,30,20,25
2020-07-14 02:00:00,1,1,0,5,1,4,1,4,6,8,4,9,9,6,9,13,9,9,10,27,27,29,27,35,39,32,29,38,26,35
2020-07-14 03:00:00,0,0,0,4,2,3,2,4,7,9,8,10,9,10,10,16,10,12,12,29,26,25,22,30,29,31,28,31,20,28
2020-07-14 04:00:00,0,0,0,2,2,2,3,4,8,10,11,12,9,14,11,18,11,15,14,31,26,21,16,26,19,30,27,24,14,20
2020-07-14 05:00:00,0,0,0,2,2,2,4,4,6,11,10,8,8,10,12,16,17,22,23,34,27,26,20,22,22,27,22,19,16,18
2020-07-14 06:00:00,0,0,1,2,3,3,5,5,5,12,8,4,6,7,14,14,23,28,32,36,28,30,24,19,24,24,16,14,18,15
2020-07-14 07:00:00,0,0,1,2,2,2,6,4,6,8,8,8,6,11,11,18,27,27,32,41,32,36,34,30,33,28,20,25,22,14
2020-07-14 08:00:00,1,1,1,2,1,2,6,4,8,5,8,12,6,15,8,21,31,26,33,46,37,43,45,40,42,32,23,36,26,13
2020-07-14 09:00:00,0,0,2,1,1,2,4,4,6,6,6,10,9,8,9,16,21,18,22,32,30,36,36,33,34,26,18,20,16,9
2020-07-14 10:00:00,0,0,2,0,1,1,1,4,5,6,4,7,12,2,10,12,11,9,12,19,24,28,27,26,26,19,13,3,6,5
