"day[1]","gmax","dmax","b","E_star","resnorm"
"2019-09-30",0.336795124195088,0.0159760441248506,0.036250384476276,0.876409600009453,0.405607025473739
"2019-10-01",0.248087875392992,0.00683762819022899,0.178564515800351,0.51687379209723,0.307616908025798
"2019-10-02",0.221777289396677,0.0169003210745189,0.0978264595611815,0.691948912231359,0.769874115652596
"2019-10-03",0.188704478033359,0.00370168435629082,0.0220418179628161,0.645674149954981,0.16317450881552
"2019-10-04",0.0395355963439049,0.0201713773517506,0.0899380123189532,0.292070996359448,0.250444192797284
"2019-10-05",0.102641859004653,0.00328271064943517,0.115474150100456,0.489198987708256,0.241504718448509
"2019-10-06",0.346807686459217,0.0482500898929964,0.244684617543944,0.947489287455675,0.316381425801749
"2019-10-07",0.0294123329429505,0.030614804307108,0.537713037808673,0.00655111905451049,0.193921611593964
"2019-10-08",0.132444240470501,0.0080127861495242,0.0018998566618759,0.519336054490121,0.371193697375237
"2019-10-09",0.470389174554543,0.0507652790825273,0.280553739643462,0.630526050540254,0.355536934280091
"2019-11-09",0.372425210983072,0.0162119822826363,0.0426050409491623,0.955531029096294,0.350447366721113
"2019-11-10",0.0996289316348951,0.0120173304364242,0.0672046203991134,0.205554119636243,0.370771256464679
"2019-11-11",0.019248342717249,0.00452784654105384,0.841645386623595,0.0188629551874361,0.397822447491808
"2019-11-12",0.193745905481657,0.0274529709871075,0.0887631395489813,0.975340865735991,0.341091640429011
"2019-11-13",0.0311422332058309,0.0152762430525478,0.0715664821085959,0.00816058198010352,0.330056168273855
"2019-11-14",0.403573039715589,0.0140581485386308,0.135321699993781,0.423041286261812,0.201128538737101
"2019-11-15",0.0546025793640069,0.0173996078518453,0.0367910999401108,0.0135585218031233,0.237474199045059
"2019-11-16",0.319598764705142,0.0142537915832523,0.616461908142068,0.780754764670471,0.318056820383725
"2019-11-17",0.181852686226046,0.0134281947936513,0.0726648241627727,0.508887540205657,0.357424371965747
"2019-11-18",0.0368700334639583,0.0190207775395717,0.0492113474681178,0.0297776332335083,0.242841692140164
"2019-11-19",0.879538438459332,0.0276710394964721,0.0920189483066361,0.988860645719127,0.201245513875987
"2019-11-20",0.391473058639087,0.00625926830824433,0.000604678992957344,0.52432314646554,0.322339881524188
"2020-06-19",0.111177158645903,0.0118170736966213,0.195192172381528,0.784993082387496,0.322866516837131
"2020-06-20",0.186001492307817,0.0143892499035497,0.108881603405153,0.961850849877074,0.565277609164122
"2020-06-21",0.0530794542865413,0.0123704787231768,0.0236781620110604,0.1032753955715,0.425593003870109
"2020-06-22",0.0712445059276733,0.0378295007548779,0.042609658264596,0.0085147059127036,0.250227694967793
"2020-06-23",0.0815817587559263,0.00870212816643872,0.60299700291748,0.812033142184597,0.330168365792548
"2020-06-24",0.188792271556879,0.0425169555711626,0.0732616436783865,0.519927017942906,0.329556458618307
"2020-06-30",0.0321097027365905,0.0107618642816926,0.456733306792828,0.0987864037436764,0.288983977261376
"2020-07-01",0.0478316039696742,0.0141360672659291,0.491257391700571,0.472013729549566,0.464989236748691
"2020-07-02",0.0608839791357455,0.0345325285286993,0.0949621030062442,0.102171460771094,0.402666435935379
"2020-07-03",0.069471743462716,0.0221655765191533,0.0527836518273675,0.23604139841552,0.239796783109151
"2020-07-04",0.236644786669207,0.0248751433434235,0.0572872752781912,0.61148642457104,0.391623978669819
"2020-07-05",0.0751799948623108,0.0322593002254265,0.0556928157224131,0.0117196572138284,0.389743073169513
"2020-07-06",0.0270554143860329,0.0274208373161944,0.0831521364930072,0.0136155756156367,0.242736260487937
"2020-07-07",0.0419879028674459,0.0180310310792259,0.163160811825815,0.167070164246611,0.109332576876012
"2020-07-08",0.00571815785080225,0.00726540282511335,0.125786814014582,0.0586340007210796,0.850307682571391
"2020-07-09",0.089262976327247,0.0452055311514135,0.134859943781242,0.212128196653572,0.34054171681593
"2020-07-14",0.0821566820929244,0.0079701414491996,0.0157562698166307,0.486366840160454,0.376181923121305
"2020-07-15",0.070633146343201,0.0157512550403621,0.0685001626550918,0.11837104891672,0.439643134035436
"2020-07-16",0.0405483440778853,0.0223073816862089,0.181571103722032,0.1325119067271,0.308471617865428
"2020-07-17",0.151913593674737,0.0113661625810611,0.0785085518960844,0.590430249974765,0.460845013040853
"2020-07-18",0.070517763882061,0.0128173221320343,0.0360027469618376,0.101643318924279,0.395288424547511
"2020-07-19",0.0793277443992909,0.0226825309724711,0.0104151018107419,0.271450810901702,0.322977514801061
"2020-07-31",0.151210372832453,0.0172599782052006,0.149357028419001,0.574924003373762,0.818215013471428
