"day[1]","gmax","dmax","b","E_star","resnorm"
"2019-09-30",0.256874977566811,0.00968846219697954,0.020524205364379,0.93823538855238,0.662313846320889
"2019-10-01",0.0588296125841479,0.022711140038151,0.0999652572120485,0.148925637279818,2.3964694323109
"2019-10-02",0.0950947024114425,0.0219678297391682,0.000162536519003487,0.409089967434388,3.35686353776104
"2019-10-03",0.608120642029643,0.0355776179909889,0.0257475822825842,0.556072336141403,4.39490077840685
"2019-10-04",0.159593832785772,0.06036093160983,0.0315723354272333,0.132027868400052,3.39022640058171
"2019-10-05",0.268641270645082,0.0254418399799371,0.0176812508376879,0.913105444225322,6.99575120458578
"2019-10-06",0.0596818788091618,0.0135408745090954,0.00684862678435559,0.142932531166669,2.74978910430644
"2019-10-07",0.0136868384074119,0.0154803678978242,0.000128173092433888,0.0825951700499406,8.64023271698171
"2019-10-08",0.315797201908628,0.0135979699322699,0.0294869882773925,0.931898531379387,4.30445035162361
"2019-10-09",0.41339977640564,0.0166710558611287,0.121039684291125,0.743203491658369,1.33038078040876
"2019-11-09",0.782623167233647,0.0440841960774933,0.0118465184855242,0.9134028294278,16.2752777269609
"2019-11-10",0.688457197530157,0.0619862184966714,0.0125691797391106,0.559287157921206,20.4889043340964
"2019-11-11",0.799170785850073,0.018587184133006,0.0200653631080383,0.463433544689628,3.52170913764086
"2019-11-12",0.337741835843713,0.0235780236140759,0.000462655702989429,0.559291559561209,7.65296081304197
"2019-11-13",0.828465910094159,0.0553380328579255,0.0185749209014896,0.528467321537834,12.2292442812447
"2019-11-14",0.553756846734774,0.00887140091287408,0.00323150470361719,0.970604748321366,1.03587580491222
"2019-11-15",0.608202134177528,0.0118491254814339,0.0190315186959854,0.570459936907094,1.39000910653031
"2019-11-16",0.773628232510731,0.0123663531376795,0.0226330416540022,0.870233082948732,1.47926515228905
"2019-11-17",0.0749502372659437,0.0163711183022251,0.0120859103484214,0.100435879784229,1.15090815597533
"2019-11-18",0.810651942741049,0.00996333054434737,0.0100912334937103,0.500359557194449,1.17377937949416
"2019-11-19",0.0960724804358799,0.036865774392124,0.161732771014473,0.0753054660819143,0.824220869170899
"2019-11-20",0.493171860065336,0.00901292534552979,0.0332331387867011,0.682701971386927,0.749772741852141
"2020-06-19",0.0360327320832554,0.0281157072743141,0.0272191208317085,0.0521604090054674,0.741449348580258
"2020-06-20",0.0562335801220963,0.00783563284310561,0.00194094433726006,0.89896264182439,0.417225587746842
"2020-06-21",0.0371074848176568,0.0200747875398387,0.0252042541776447,0.127061893301127,0.4627788904564
"2020-06-22",0.0434670156831211,0.0161664206578197,0.0471657963319259,0.190608365738675,0.402755325993486
"2020-06-23",0.132065814186,0.0259948983968668,0.0390850692097996,0.7439840546929,0.759817966574413
"2020-06-24",0.129683572082009,0.0268260210665121,0.0560003485209371,0.691296966250697,0.756416994484867
"2020-06-30",0.180546645923621,0.0249291803674618,0.0350204268691121,0.794901627026725,1.05325051524827
"2020-07-01",0.0904811188015869,0.0695377191136775,0.0493152422729435,0.0918748568663061,2.36405039469857
"2020-07-02",0.0659372370141927,0.0276840692094342,0.0139717465711559,0.0910364991611505,3.52815253490308
"2020-07-03",0.147897337966685,0.0104612319683741,0.00543081562014084,0.841720840386235,1.06411692780277
