date,T,Salinity
2019-10-12 00:00:00,19.305,38.355000000000004
2019-10-12 02:00:00,19.17,38.35
2019-10-12 04:00:00,19.07,38.335
2019-10-12 06:00:00,19.05,38.335
2019-10-12 08:00:00,19.05,38.265
2019-10-12 10:00:00,19.04,38.345
2019-10-12 12:00:00,19.09,38.34
2019-10-12 14:00:00,19.23,38.33
2019-10-12 16:00:00,19.32,38.335
2019-10-12 18:00:00,19.305,38.325
2019-10-12 20:00:00,19.275,38.34
2019-10-12 22:00:00,19.22,38.34
2019-10-13 00:00:00,19.265,38.33
2019-10-13 02:00:00,19.345,38.325
2019-10-13 04:00:00,19.345,38.325
2019-10-13 06:00:00,19.33,38.33
2019-10-13 08:00:00,19.335,38.315
2019-10-13 10:00:00,19.445,38.325
2019-10-13 12:00:00,19.655,38.31
2019-10-13 14:00:00,19.814999999999998,38.315
2019-10-13 16:00:00,19.86,38.32
2019-10-13 18:00:00,19.77,38.33
2019-10-13 20:00:00,19.72,38.33
2019-10-13 22:00:00,19.66,38.345
2019-10-14 00:00:00,19.61,38.335
2019-10-14 02:00:00,19.549999999999997,38.325
2019-10-14 04:00:00,19.509999999999998,38.32
2019-10-14 06:00:00,19.475,38.32
2019-10-14 08:00:00,19.505000000000003,38.305
2019-10-14 10:00:00,19.61,38.295
2019-10-14 12:00:00,19.814999999999998,38.295
2019-10-14 14:00:00,20.064999999999998,38.31
2019-10-14 16:00:00,20.07,38.32
2019-10-14 18:00:00,19.965,38.32
2019-10-14 20:00:00,19.9,38.325
2019-10-14 22:00:00,19.83,38.33
2019-10-15 00:00:00,19.765,38.315
2019-10-15 02:00:00,19.725,38.305
2019-10-15 04:00:00,19.71,38.25
2019-10-15 06:00:00,19.61,38.18
2019-10-15 08:00:00,19.59,38.125
2019-10-15 10:00:00,19.634999999999998,38.195
2019-10-15 12:00:00,19.715,38.205
2019-10-15 14:00:00,19.72,38.230000000000004
2019-10-15 16:00:00,19.630000000000003,38.25
2019-10-15 18:00:00,19.45,38.27
2019-10-15 20:00:00,19.33,38.285
2019-10-15 22:00:00,19.2,38.285
2019-10-16 00:00:00,19.134999999999998,38.295
2019-10-16 02:00:00,19.08,38.29
2019-10-16 04:00:00,19.055,38.295
2019-10-16 06:00:00,19.025,38.305
2019-10-16 08:00:00,19.045,38.23
2019-10-16 10:00:00,19.22,38.3
2019-10-16 12:00:00,19.46,38.295
2019-10-16 14:00:00,19.565,38.3
2019-10-16 16:00:00,19.64,37.585
2019-10-16 18:00:00,19.55,38.3
2019-10-16 20:00:00,19.495,38.295
2019-10-16 22:00:00,19.46,38.295
2019-10-17 00:00:00,19.439999999999998,38.265
2019-10-17 02:00:00,19.384999999999998,38.135000000000005
2019-10-17 04:00:00,19.325,38.22
2019-10-17 06:00:00,19.29,38.2
2019-10-17 08:00:00,19.295,38.05
2019-10-17 10:00:00,19.369999999999997,37.89
2019-10-17 12:00:00,19.490000000000002,38.17
2019-10-17 14:00:00,19.61,38.165
2019-10-17 16:00:00,19.61,38.144999999999996
2019-10-17 18:00:00,19.545,38.16
2019-10-17 20:00:00,19.450000000000003,38.175
2019-10-17 22:00:00,19.41,38.185
2019-10-18 00:00:00,19.37,38.19
2019-10-18 02:00:00,19.35,38.21
2019-10-18 04:00:00,19.33,38.215
2019-10-18 06:00:00,19.31,38.22
2019-10-18 08:00:00,19.34,38.21
2019-10-18 10:00:00,19.435,38.23
2019-10-18 12:00:00,19.54,37.94
2019-10-18 14:00:00,19.575,37.96
2019-10-18 16:00:00,19.564999999999998,38.22
2019-10-18 18:00:00,19.54,38.23
2019-10-18 20:00:00,19.54,38.254999999999995
2019-10-18 22:00:00,19.53,38.205
2019-10-19 00:00:00,19.53,38.23
2019-10-19 02:00:00,19.53,38.235
2019-10-19 04:00:00,19.53,38.24
2019-10-19 06:00:00,19.53,38.235
2019-10-19 08:00:00,19.54,38.24
2019-10-19 10:00:00,19.615000000000002,38.24
2019-10-19 12:00:00,19.675,37.675
2019-10-19 14:00:00,19.75,38.135
2019-10-19 16:00:00,19.8,38.235
2019-10-19 18:00:00,19.770000000000003,38.23
2019-10-19 20:00:00,19.740000000000002,38.224999999999994
2019-10-19 22:00:00,19.705,38.235
2019-10-20 00:00:00,19.675,38.23
2019-10-20 02:00:00,19.630000000000003,35.155
2019-10-20 04:00:00,19.61,38.24
2019-10-20 06:00:00,19.57,38.239999999999995
2019-10-20 08:00:00,19.555,38.25
2019-10-20 10:00:00,19.66,38.245000000000005
2019-10-20 12:00:00,19.735,38.235
2019-10-20 14:00:00,19.75,38.245000000000005
2019-10-20 16:00:00,19.744999999999997,38.235
2019-10-20 18:00:00,19.72,38.205
2019-10-20 20:00:00,19.71,38.16
2019-10-20 22:00:00,19.695,38.06
2019-10-21 00:00:00,19.665,33.005
2019-10-21 02:00:00,19.665,38.125
2019-10-21 04:00:00,19.675,38.18
2019-10-21 06:00:00,19.645,34.78
2019-10-21 08:00:00,19.615000000000002,38.07
2019-10-21 10:00:00,19.605,38.055
2019-10-21 12:00:00,19.595,38.019999999999996
2019-10-21 14:00:00,19.605,38.019999999999996
2019-10-21 16:00:00,19.58,37.965
2019-10-21 18:00:00,19.61,37.995000000000005
2019-10-21 20:00:00,19.645000000000003,38.095
2019-10-21 22:00:00,19.630000000000003,38.105000000000004
2019-10-22 00:00:00,19.655,38.129999999999995
2019-10-22 02:00:00,19.655,38.14
2019-10-22 04:00:00,19.695,38.165
2019-10-22 06:00:00,19.71,38.165
2019-10-22 08:00:00,19.74,38.185
2019-10-22 10:00:00,19.775,38.2
2019-10-22 12:00:00,19.79,38.19
2019-10-22 14:00:00,19.795,38.2
2019-10-22 16:00:00,19.79,38.205
2019-10-22 18:00:00,19.72,38.144999999999996
2019-10-22 20:00:00,19.655,38.115
2019-10-22 22:00:00,19.59,37.955
2019-10-23 00:00:00,19.525,35.34
2019-10-23 02:00:00,19.465,36.07
2019-10-23 04:00:00,19.39,33.045
2019-10-23 06:00:00,19.37,38.09
2019-10-23 08:00:00,19.37,38.09
2019-10-23 10:00:00,19.380000000000003,38.095
2019-10-23 12:00:00,19.37,38.11
2019-10-23 14:00:00,19.369999999999997,38.055
2019-10-23 16:00:00,19.335,37.635
2019-10-23 18:00:00,19.565,36.55
2019-10-23 20:00:00,19.845,37.71
2019-10-23 22:00:00,19.83,37.86
2019-10-24 00:00:00,19.725,37.805
2019-10-24 02:00:00,19.72,37.8
2019-10-24 04:00:00,20.055,38.105000000000004
2019-10-24 06:00:00,20.105,38.14
2019-10-24 08:00:00,20.08,38.105000000000004
2019-10-24 10:00:00,20.125,38.105000000000004
2019-10-24 12:00:00,20.235,38.11
2019-10-24 14:00:00,20.265,38.15
2019-10-24 16:00:00,20.245,38.045
2019-10-24 18:00:00,20.22,38.129999999999995
2019-10-24 20:00:00,20.16,38.13
2019-10-24 22:00:00,20.04,38.095
2019-10-25 00:00:00,19.97,38.09
2019-10-25 02:00:00,19.905,38.105000000000004
2019-10-25 04:00:00,19.835,38.11
2019-10-25 06:00:00,19.79,38.115
2019-10-25 08:00:00,19.72,38.019999999999996
2019-10-25 10:00:00,19.81,38.004999999999995
2019-10-25 12:00:00,20.134999999999998,38.125
2019-10-25 14:00:00,20.225,38.16
2019-10-25 16:00:00,20.24,38.165
2019-10-25 18:00:00,20.22,38.165
2019-10-25 20:00:00,20.16,38.155
2019-10-25 22:00:00,20.095,38.15
2019-10-26 00:00:00,20.0,38.144999999999996
2019-10-26 02:00:00,19.925,38.144999999999996
2019-10-26 04:00:00,19.89,38.144999999999996
2019-10-26 06:00:00,19.759999999999998,37.915
2019-10-26 08:00:00,19.700000000000003,38.07
2019-10-26 10:00:00,19.84,38.055
2019-10-26 12:00:00,19.95,38.055
2019-10-26 14:00:00,19.990000000000002,38.06
2019-10-26 16:00:00,19.99,38.07
2019-10-26 18:00:00,19.985,38.08
2019-10-26 20:00:00,20.0,38.09
2019-10-26 22:00:00,19.96,38.09
2019-10-27 00:00:00,19.89,38.095
2019-10-27 02:00:00,19.835,38.08
2019-10-27 04:00:00,19.770000000000003,38.105000000000004
2019-10-27 06:00:00,19.73,37.985
2019-10-27 08:00:00,19.735,38.065
2019-10-27 10:00:00,19.875,38.075
2019-10-27 12:00:00,19.975,38.06
2019-10-27 14:00:00,20.06,38.095
2019-10-27 16:00:00,20.07,38.1
2019-10-27 18:00:00,20.045,38.12
2019-10-27 20:00:00,20.015,38.1
2019-10-27 22:00:00,19.985,38.09
2019-10-28 00:00:00,19.91,38.085
2019-10-28 02:00:00,19.82,38.075
2019-10-28 04:00:00,19.755000000000003,37.980000000000004
2019-10-28 06:00:00,19.759999999999998,38.1
2019-10-28 08:00:00,19.775,38.17
2019-10-28 10:00:00,19.9,38.18
2019-10-28 12:00:00,20.035,38.16
2019-10-28 14:00:00,20.049999999999997,38.04
2019-10-28 16:00:00,20.055,37.995000000000005
2019-10-28 18:00:00,20.075000000000003,38.135000000000005
2019-10-28 20:00:00,20.03,38.14
2019-10-28 22:00:00,20.025,38.125
2019-10-29 00:00:00,20.015,38.13
2019-10-29 02:00:00,20.0,38.13
2019-10-29 04:00:00,19.93,38.12
2019-10-29 06:00:00,19.895,38.105000000000004
2019-10-29 08:00:00,19.884999999999998,38.335
2019-10-29 10:00:00,19.98,38.345
2019-10-29 12:00:00,20.015,38.315
2019-10-29 14:00:00,20.125,38.334999999999994
2019-10-29 16:00:00,20.12,38.19
2019-10-29 18:00:00,20.025,38.135000000000005
2019-10-29 20:00:00,20.015,36.915
2019-10-29 22:00:00,20.01,38.15
2019-10-30 00:00:00,20.01,38.14
2019-10-30 02:00:00,20.01,38.14
2019-10-30 04:00:00,20.01,38.115
2019-10-30 06:00:00,19.979999999999997,38.114999999999995
2019-10-30 08:00:00,19.935000000000002,38.095
2019-10-30 10:00:00,19.94,38.08
2019-10-30 12:00:00,20.12,38.015
2019-10-30 14:00:00,20.145,37.99
2019-10-30 16:00:00,20.175,38.0
2019-10-30 18:00:00,20.134999999999998,37.915
2019-10-30 20:00:00,20.1,38.004999999999995
2019-10-30 22:00:00,20.03,37.995000000000005
2019-10-31 00:00:00,19.93,37.985
2019-10-31 02:00:00,19.89,37.985
2019-10-31 04:00:00,19.845,37.965
2019-10-31 06:00:00,19.83,37.95
2019-10-31 08:00:00,19.845,37.97
2019-10-31 10:00:00,19.884999999999998,37.92
2019-10-31 12:00:00,19.915,37.94
2019-10-31 14:00:00,19.935000000000002,37.95
2019-10-31 16:00:00,19.92,37.95
2019-10-31 18:00:00,19.82,37.94
2019-10-31 20:00:00,19.805,37.965
2019-10-31 22:00:00,19.835,38.025
2019-11-01 00:00:00,19.67,37.995
2019-11-01 02:00:00,19.615000000000002,37.165
2019-11-01 04:00:00,19.605,38.035
2019-11-01 06:00:00,19.585,38.035
2019-11-01 08:00:00,19.64,38.05
2019-11-01 10:00:00,19.78,38.07
2019-11-01 12:00:00,19.89,38.085
2019-11-01 14:00:00,19.955,38.075
2019-11-01 16:00:00,19.9,38.06
2019-11-01 18:00:00,19.805,38.07
2019-11-01 20:00:00,19.740000000000002,38.035
2019-11-01 22:00:00,19.64,37.995
