time,"(0.0993, 0.108]","(0.108, 0.118]","(0.118, 0.129]","(0.129, 0.141]","(0.141, 0.154]","(0.154, 0.168]","(0.168, 0.183]","(0.183, 0.2]","(0.2, 0.218]","(0.218, 0.238]","(0.238, 0.26]","(0.26, 0.283]","(0.283, 0.309]","(0.309, 0.338]","(0.338, 0.368]","(0.368, 0.402]","(0.402, 0.439]","(0.439, 0.479]","(0.479, 0.522]","(0.522, 0.57]","(0.57, 0.622]","(0.622, 0.679]","(0.679, 0.741]","(0.741, 0.809]","(0.809, 0.883]","(0.883, 0.963]","(0.963, 1.051]","(1.051, 1.147]","(1.147, 1.252]","(1.252, 1.366]"
2020-10-06 02:00:00,1,2,0,1,0,4,1,3,8,11,19,28,33,55,70,126,188,253,422,518,585,661,698,602,388,206,109,41,19,5
2020-10-06 03:00:00,0,2,2,2,2,6,6,6,15,22,31,55,69,97,120,198,258,342,464,559,588,612,618,506,316,173,95,37,14,6
2020-10-06 04:00:00,0,1,3,2,3,8,10,10,22,34,43,82,105,139,171,269,328,432,506,600,590,563,537,410,243,140,81,33,10,6
2020-10-06 05:00:00,1,0,2,2,2,7,8,13,25,34,50,88,109,142,196,274,350,454,524,618,580,591,530,382,242,132,78,28,10,4
2020-10-06 06:00:00,2,0,1,1,2,6,7,16,28,35,56,93,113,146,220,280,373,476,542,635,570,619,523,354,242,124,75,23,11,3
2020-10-06 07:00:00,2,1,0,2,2,4,6,12,17,26,44,71,98,134,186,246,334,400,500,584,581,610,514,364,264,130,78,31,13,5
2020-10-06 08:00:00,1,2,0,2,1,1,6,7,6,17,31,49,83,123,152,212,294,323,459,533,592,600,506,373,286,136,81,39,15,7
2020-10-06 09:00:00,1,2,0,2,1,1,4,6,5,14,24,40,69,102,132,184,268,312,456,532,630,666,608,521,402,223,131,60,26,9
2020-10-06 10:00:00,1,2,0,2,1,0,3,4,4,12,18,32,55,80,113,156,242,302,452,532,669,732,710,670,518,310,181,82,36,12
2020-10-06 11:00:00,1,1,0,1,1,0,2,3,2,9,12,23,41,59,94,127,215,291,448,532,708,799,813,818,633,398,231,104,47,14
