time,"(0.292, 0.365]","(0.365, 0.456]","(0.456, 0.57]","(0.57, 0.713]","(0.713, 0.892]","(0.892, 1.115]","(1.115, 1.394]","(1.394, 1.744]","(1.744, 2.181]","(2.181, 2.727]","(2.727, 3.41]","(3.41, 4.264]","(4.264, 5.332]","(5.332, 6.667]","(6.667, 8.337]","(8.337, 10.426]","(10.426, 13.037]","(13.037, 16.303]","(16.303, 20.386]","(20.386, 25.492]","(25.492, 31.878]","(31.878, 39.862]","(39.862, 49.847]","(49.847, 62.333]","(62.333, 77.946]","(77.946, 97.47]","(97.47, 121.885]","(121.885, 152.415]","(152.415, 190.592]","(190.592, 238.331]"
2020-10-25 00:00:00,2,1,0,6,9,25,25,26,33,30,59,63,90,76,88,84,79,88,100,100,126,143,176,159,146,110,106,48,29,29
2020-10-25 01:00:00,2,2,3,10,16,24,34,38,46,56,82,92,107,100,104,113,98,125,144,148,168,180,200,190,165,131,107,68,39,31
2020-10-25 02:00:00,2,3,6,13,24,22,43,49,59,83,106,121,124,123,119,142,118,162,189,195,209,218,224,220,184,152,108,87,49,33
2020-10-25 03:00:00,1,5,10,13,22,28,46,58,69,94,115,136,142,142,144,176,150,192,224,238,241,241,220,216,178,140,106,83,52,35
2020-10-25 04:00:00,0,7,15,13,21,34,49,68,79,104,124,151,159,160,168,211,183,223,259,282,273,264,217,213,173,129,104,79,55,37
2020-10-25 05:00:00,4,6,14,23,31,44,48,75,88,114,126,158,158,186,188,236,222,268,261,306,274,256,216,202,154,124,101,76,59,38
2020-10-25 06:00:00,7,4,14,33,41,53,48,82,97,124,127,166,158,212,207,260,261,312,263,331,275,247,214,192,136,118,98,73,63,38
2020-10-25 07:00:00,6,8,15,26,36,46,46,74,84,109,128,156,160,190,194,226,240,266,253,302,271,254,226,194,157,124,98,74,56,40
2020-10-25 08:00:00,5,12,16,20,30,38,43,67,70,94,129,147,162,169,182,192,220,221,243,272,267,262,238,196,178,131,97,74,50,43
2020-10-25 09:00:00,3,6,11,16,20,28,38,51,57,77,99,110,134,138,144,170,178,188,212,232,250,247,238,226,198,149,104,74,58,45
2020-10-25 10:00:00,1,1,6,12,11,17,34,35,44,60,69,72,106,108,107,147,135,156,182,193,233,232,239,255,218,167,110,73,67,47
2020-10-25 11:00:00,0,2,4,8,11,15,32,35,48,62,68,66,96,91,96,126,120,141,162,177,207,232,258,248,230,184,124,83,66,51
2020-10-25 12:00:00,0,3,2,5,11,13,29,35,52,64,68,59,87,74,85,104,104,126,143,161,181,232,277,240,243,201,137,93,65,55
2020-10-25 13:00:00,0,2,2,4,12,17,42,51,64,67,74,69,86,82,89,97,95,126,118,144,158,219,238,238,251,204,144,88,71,54
2020-10-25 14:00:00,1,0,3,2,13,21,55,67,77,70,79,79,86,89,93,90,86,126,92,126,136,206,198,237,259,207,152,82,77,52
2020-10-25 15:00:00,0,1,8,11,26,54,90,103,122,100,117,104,110,96,99,88,88,114,104,120,146,194,193,222,235,199,153,98,73,46
2020-10-25 16:00:00,0,2,13,20,38,87,125,139,167,130,155,130,134,103,105,85,91,101,116,115,157,182,188,207,211,191,154,115,69,41
2020-10-25 17:00:00,2,12,31,58,90,119,139,141,136,103,106,90,100,92,97,97,104,104,130,124,154,182,194,197,192,182,144,104,71,41
2020-10-25 18:00:00,5,21,49,96,141,151,153,143,106,76,57,51,67,81,89,109,116,108,144,134,151,181,201,187,174,172,135,94,73,41
2020-10-25 19:00:00,8,20,47,85,119,121,106,98,79,64,60,64,90,86,107,124,120,130,142,141,157,191,196,207,190,172,144,102,78,44
