time,"(0.000648, 0.000814]","(0.000814, 0.00102]","(0.00102, 0.00128]","(0.00128, 0.00161]","(0.00161, 0.00202]","(0.00202, 0.00254]","(0.00254, 0.00319]","(0.00319, 0.004]","(0.004, 0.00503]","(0.00503, 0.00631]","(0.00631, 0.00793]","(0.00793, 0.00995]","(0.00995, 0.0125]","(0.0125, 0.0157]","(0.0157, 0.0197]","(0.0197, 0.0247]","(0.0247, 0.0311]","(0.0311, 0.039]","(0.039, 0.049]","(0.049, 0.0615]","(0.0615, 0.0772]","(0.0772, 0.0969]","(0.0969, 0.122]","(0.122, 0.153]","(0.153, 0.192]","(0.192, 0.241]","(0.241, 0.303]","(0.303, 0.38]","(0.38, 0.477]","(0.477, 0.599]"
2019-09-30 02:00:00,3,1,2,3,5,6,7,10,15,6,11,16,16,25,40,40,60,70,96,122,142,198,223,283,306,277,226,203,107,22
2019-09-30 03:00:00,3,2,2,4,3,4,4,11,11,8,14,20,20,32,44,47,68,78,96,148,157,213,240,277,308,288,236,192,96,24
2019-09-30 04:00:00,3,3,2,5,1,2,2,12,7,10,16,24,23,39,49,54,76,86,97,173,172,228,257,271,309,299,247,181,86,26
2019-09-30 05:00:00,2,2,4,4,1,4,6,12,10,13,20,22,25,42,50,56,82,104,116,177,198,258,289,313,318,277,210,145,88,24
2019-09-30 06:00:00,1,1,6,2,1,7,9,11,14,16,23,21,27,44,50,57,88,122,136,181,225,288,321,355,328,255,174,109,89,21
2019-09-30 07:00:00,0,1,4,2,3,6,6,9,11,15,20,16,26,36,38,50,70,104,126,143,180,226,292,300,310,268,167,123,82,23
2019-09-30 08:00:00,0,1,3,1,5,4,3,7,8,14,18,12,25,27,27,43,53,86,116,105,134,163,262,245,293,281,160,137,74,25
2019-09-30 09:00:00,0,1,2,2,4,4,3,6,6,10,14,10,20,24,26,39,48,68,92,94,129,153,239,266,308,330,209,144,74,23
2019-09-30 10:00:00,0,1,1,2,4,3,3,5,4,7,10,9,14,21,25,35,43,51,67,83,124,143,216,288,322,378,258,150,73,21
2019-09-30 11:00:00,0,1,0,3,3,2,2,4,3,6,9,8,14,17,19,27,35,44,58,64,97,122,175,240,284,352,300,190,82,20
2019-09-30 12:00:00,0,1,0,4,2,1,1,2,2,5,8,6,15,13,13,19,27,37,48,46,70,100,134,191,245,326,341,231,91,19
2019-09-30 13:00:00,0,0,0,2,1,0,0,1,1,3,5,3,9,8,8,11,15,21,27,26,42,56,82,123,178,262,349,350,162,22
2019-09-30 14:00:00,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,3,4,6,6,13,13,30,54,112,199,357,468,234,24
2019-09-30 15:00:00,0,0,0,0,2,0,0,0,0,0,1,1,1,3,2,2,2,4,4,8,12,14,28,50,110,198,329,444,252,34
2019-09-30 16:00:00,0,0,0,0,4,0,0,0,1,0,0,2,0,3,3,1,2,4,3,11,10,16,25,46,109,197,301,419,269,44
2019-09-30 17:00:00,0,0,0,0,4,0,0,0,2,0,0,3,2,4,4,3,4,6,4,15,16,26,42,67,140,238,334,415,267,48
2019-09-30 18:00:00,0,0,0,0,4,0,0,0,2,1,0,4,3,4,4,5,7,8,6,18,23,36,59,88,170,280,368,412,266,51
