time,"(0.103, 0.112]","(0.112, 0.122]","(0.122, 0.133]","(0.133, 0.144]","(0.144, 0.156]","(0.156, 0.17]","(0.17, 0.185]","(0.185, 0.2]","(0.2, 0.218]","(0.218, 0.236]","(0.236, 0.257]","(0.257, 0.279]","(0.279, 0.303]","(0.303, 0.329]","(0.329, 0.357]","(0.357, 0.388]","(0.388, 0.422]","(0.422, 0.458]","(0.458, 0.498]","(0.498, 0.54]","(0.54, 0.587]","(0.587, 0.638]","(0.638, 0.693]","(0.693, 0.752]","(0.752, 0.817]","(0.817, 0.888]","(0.888, 0.964]","(0.964, 1.047]","(1.047, 1.137]","(1.137, 1.235]"
2021-08-25 02:00:00,5,10,15,20,31,34,59,74,112,134,225,317,399,516,604,757,899,997,1023,1043,1022,893,656,462,313,178,106,50,17,8
2021-08-25 03:00:00,8,11,16,24,30,42,66,93,139,184,268,350,468,591,704,784,932,1007,1020,1020,942,808,616,448,286,168,116,55,19,6
2021-08-25 04:00:00,12,12,18,28,30,51,73,112,166,234,310,383,538,666,805,811,966,1017,1017,998,861,722,575,433,259,157,127,60,21,4
2021-08-25 05:00:00,10,9,14,22,26,41,58,96,154,194,262,352,474,577,700,755,837,920,921,910,754,624,482,350,215,132,92,44,14,4
2021-08-25 06:00:00,8,6,10,17,22,31,42,80,141,155,213,321,410,488,596,699,708,822,825,823,646,526,389,268,171,108,58,29,8,4
2021-08-25 07:00:00,4,4,8,12,15,22,30,51,96,118,160,248,340,408,520,622,659,754,824,829,730,632,474,347,220,141,68,42,14,4
2021-08-25 08:00:00,1,3,6,7,8,14,19,22,51,81,107,176,270,327,444,546,610,686,824,835,813,739,558,426,270,174,79,54,19,3
2021-08-25 09:00:00,2,4,4,6,6,10,13,18,40,62,76,132,194,270,374,492,579,704,837,902,944,909,780,630,442,274,144,84,34,9
2021-08-25 10:00:00,2,4,3,4,3,6,7,15,28,44,45,87,119,213,305,438,548,722,850,970,1076,1079,1003,834,613,375,209,113,48,15
2021-08-25 11:00:00,2,2,2,4,2,4,6,12,20,30,37,64,91,161,241,351,472,632,806,975,1100,1223,1252,1166,966,676,431,224,88,32
2021-08-25 12:00:00,1,1,1,3,1,2,5,9,12,16,29,41,63,109,177,264,397,541,763,980,1124,1367,1501,1499,1318,978,653,335,129,49
2021-08-25 13:00:00,0,1,0,2,1,2,4,7,12,14,24,34,54,86,134,205,294,402,556,734,870,1094,1226,1256,1194,1023,699,415,174,62
