time,"(0.11, 0.119]","(0.119, 0.129]","(0.129, 0.14]","(0.14, 0.152]","(0.152, 0.165]","(0.165, 0.179]","(0.179, 0.195]","(0.195, 0.212]","(0.212, 0.23]","(0.23, 0.249]","(0.249, 0.271]","(0.271, 0.294]","(0.294, 0.319]","(0.319, 0.347]","(0.347, 0.376]","(0.376, 0.408]","(0.408, 0.444]","(0.444, 0.482]","(0.482, 0.523]","(0.523, 0.568]","(0.568, 0.616]","(0.616, 0.669]","(0.669, 0.727]","(0.727, 0.789]","(0.789, 0.857]","(0.857, 0.93]","(0.93, 1.01]","(1.01, 1.096]","(1.096, 1.19]","(1.19, 1.292]"
2020-06-18 08:00:00,0,0,3,1,7,13,16,16,34,43,73,93,161,241,286,380,513,614,701,756,927,918,861,750,584,442,263,156,79,39
2020-06-18 09:00:00,0,0,2,1,6,8,10,15,26,32,52,76,122,186,245,330,450,537,655,759,880,929,934,858,684,504,320,187,90,40
2020-06-18 10:00:00,0,0,2,2,4,4,4,14,18,20,30,58,82,132,204,279,386,460,609,762,832,940,1007,965,784,565,376,218,100,40
2020-06-18 11:00:00,0,1,1,1,3,3,4,12,14,16,24,48,69,112,175,241,343,423,564,705,789,877,968,966,850,684,502,317,152,53
2020-06-18 12:00:00,0,1,1,1,2,3,3,9,11,11,17,37,56,93,146,203,300,386,520,647,745,814,928,968,915,804,628,415,204,66
2020-06-18 13:00:00,0,1,0,0,2,2,2,7,8,6,10,26,44,74,117,165,256,348,475,590,701,751,888,970,980,924,753,513,257,79
2020-06-18 14:00:00,0,1,0,0,1,2,2,4,4,2,4,15,31,55,88,127,213,311,430,532,657,688,849,971,1046,1043,879,611,309,92
2020-06-18 15:00:00,0,0,0,0,0,2,2,4,4,5,12,23,39,59,92,146,224,326,456,621,756,821,970,1096,1198,1194,1104,815,411,135
2020-06-18 16:00:00,0,0,0,1,0,1,1,4,5,8,21,31,47,63,95,165,236,342,483,710,854,954,1092,1222,1349,1345,1329,1019,513,178
2020-06-18 17:00:00,0,0,0,1,0,1,2,3,6,8,19,29,51,66,116,161,228,334,476,674,796,902,1016,1156,1234,1227,1177,940,466,167
2020-06-18 18:00:00,0,0,1,1,1,1,3,2,6,7,17,27,55,69,137,157,219,326,470,638,738,849,939,1090,1119,1109,1025,860,418,156
2020-06-18 19:00:00,0,0,1,1,1,2,4,2,7,10,22,28,62,84,132,170,246,342,439,549,654,726,777,900,924,890,786,610,302,101
2020-06-18 20:00:00,0,0,1,1,1,3,5,2,8,12,27,28,70,100,126,182,273,358,408,460,569,602,615,709,729,670,546,361,187,46
2020-06-18 21:00:00,0,0,0,1,2,4,6,12,20,28,48,74,112,162,202,274,350,442,506,589,665,714,747,785,768,662,502,300,144,36
