time,"(0.107, 0.117]","(0.117, 0.128]","(0.128, 0.139]","(0.139, 0.152]","(0.152, 0.166]","(0.166, 0.181]","(0.181, 0.197]","(0.197, 0.215]","(0.215, 0.234]","(0.234, 0.255]","(0.255, 0.278]","(0.278, 0.303]","(0.303, 0.331]","(0.331, 0.36]","(0.36, 0.393]","(0.393, 0.428]","(0.428, 0.467]","(0.467, 0.509]","(0.509, 0.555]","(0.555, 0.605]","(0.605, 0.66]","(0.66, 0.719]","(0.719, 0.784]","(0.784, 0.855]","(0.855, 0.932]","(0.932, 1.016]","(1.016, 1.108]","(1.108, 1.208]","(1.208, 1.317]","(1.317, 1.436]"
2020-10-25 02:00:00,1,2,1,0,7,6,12,25,48,70,96,157,211,307,364,474,599,764,936,1051,1133,1021,971,695,432,253,174,109,40,11
2020-10-25 03:00:00,1,2,1,2,6,6,14,28,50,80,109,178,240,308,410,532,660,868,1034,1096,1187,1062,954,669,450,258,188,114,46,13
2020-10-25 04:00:00,1,2,1,5,6,5,16,30,51,91,122,200,270,310,455,590,720,973,1131,1142,1241,1103,936,643,469,264,203,120,52,15
2020-10-25 05:00:00,2,2,1,6,6,8,16,29,55,88,131,204,272,325,471,594,762,993,1140,1170,1214,1122,936,646,447,262,186,110,48,14
2020-10-25 06:00:00,4,2,1,6,6,11,17,28,59,84,140,208,273,340,487,599,803,1013,1148,1197,1188,1141,937,648,425,261,169,100,43,12
2020-10-25 07:00:00,4,4,2,4,6,8,14,22,44,68,116,172,244,308,408,556,716,926,1066,1166,1185,1128,1011,743,459,294,194,119,54,14
2020-10-25 08:00:00,4,5,3,2,7,5,10,15,29,53,91,137,215,275,330,513,629,840,983,1135,1182,1116,1085,838,493,328,218,138,65,15
2020-10-25 09:00:00,2,4,2,2,4,4,8,9,19,30,58,90,143,199,246,386,464,634,763,920,1036,1040,1062,884,614,390,234,146,72,25
2020-10-25 10:00:00,0,3,1,2,2,4,7,3,9,8,25,43,71,123,161,259,299,428,543,704,890,965,1038,929,735,451,251,155,78,35
2020-10-25 11:00:00,2,4,2,2,2,4,5,4,8,9,20,30,50,84,120,200,262,369,472,615,826,945,1033,1002,870,626,342,195,96,46
2020-10-25 12:00:00,3,4,4,3,3,5,3,4,6,10,14,18,30,46,80,140,225,310,401,526,762,925,1028,1074,1006,800,432,235,115,56
2020-10-25 13:00:00,2,2,2,2,3,3,2,6,4,8,13,20,28,46,85,155,243,291,378,483,647,792,956,1072,1118,942,624,326,146,66
2020-10-25 14:00:00,1,1,1,2,3,1,2,7,2,6,12,22,27,45,90,170,261,272,354,440,532,660,884,1069,1229,1084,817,417,177,77
2020-10-25 15:00:00,0,0,2,2,2,2,2,11,11,21,36,56,88,104,156,230,288,309,355,392,460,582,830,1022,1179,1108,830,426,169,56
2020-10-25 16:00:00,0,0,2,3,1,4,2,15,20,36,61,90,148,162,223,291,314,346,356,345,389,504,777,974,1129,1131,842,435,161,36
2020-10-25 17:00:00,0,1,3,6,4,8,8,24,37,60,106,134,184,200,250,312,334,368,346,333,418,584,842,1012,1126,1089,744,382,130,32
2020-10-25 18:00:00,0,2,4,9,8,12,15,32,54,83,152,177,220,238,277,333,353,389,336,321,446,665,907,1050,1124,1047,647,330,100,29
2020-10-25 19:00:00,2,2,4,8,8,14,24,42,64,108,166,214,259,274,321,366,402,448,414,504,674,906,1138,1135,1077,885,526,270,75,20
2020-10-25 20:00:00,3,1,5,6,8,17,33,53,74,133,180,250,298,311,365,400,451,506,492,686,901,1146,1370,1220,1030,723,404,209,50,10
2020-10-25 21:00:00,3,2,4,6,13,18,32,59,76,134,188,249,314,356,400,459,542,660,729,938,1148,1319,1376,1175,892,576,341,168,40,8
2020-10-25 22:00:00,3,2,2,5,18,18,31,65,79,134,197,248,330,402,435,518,632,815,966,1190,1394,1492,1382,1130,755,428,278,126,30,5
2020-10-25 23:00:00,2,4,4,8,16,24,35,56,88,144,204,271,358,398,485,568,743,942,1073,1268,1392,1428,1262,958,613,367,224,108,29,8
2020-10-26 00:00:00,2,7,6,10,13,31,39,47,98,155,211,294,385,395,535,619,854,1070,1180,1345,1390,1365,1143,786,471,306,169,91,28,10
