time,"(0.000664, 0.000834]","(0.000834, 0.00105]","(0.00105, 0.00131]","(0.00131, 0.00165]","(0.00165, 0.00207]","(0.00207, 0.0026]","(0.0026, 0.00327]","(0.00327, 0.0041]","(0.0041, 0.00515]","(0.00515, 0.00647]","(0.00647, 0.00812]","(0.00812, 0.0102]","(0.0102, 0.0128]","(0.0128, 0.0161]","(0.0161, 0.0202]","(0.0202, 0.0253]","(0.0253, 0.0318]","(0.0318, 0.0399]","(0.0399, 0.0501]","(0.0501, 0.0629]","(0.0629, 0.079]","(0.079, 0.0992]","(0.0992, 0.125]","(0.125, 0.156]","(0.156, 0.196]","(0.196, 0.246]","(0.246, 0.309]","(0.309, 0.388]","(0.388, 0.488]","(0.488, 0.612]"
2019-11-08 12:00:00,0,0,0,0,1,1,1,1,2,1,2,2,1,4,10,8,14,18,25,34,61,97,141,204,278,295,274,136,61,11
2019-11-08 13:00:00,0,0,1,0,1,0,1,0,3,1,2,1,4,4,10,7,9,16,26,38,62,88,144,185,287,320,313,201,78,14
2019-11-08 14:00:00,0,0,1,0,1,0,1,0,4,1,2,0,6,4,10,6,5,14,26,42,62,78,146,166,296,345,352,266,94,18
2019-11-08 15:00:00,0,0,0,0,1,0,0,0,2,0,2,0,4,4,6,6,5,14,26,36,57,78,131,178,292,339,400,299,115,28
2019-11-08 16:00:00,0,0,0,0,1,0,0,1,1,0,1,1,2,4,3,6,5,13,25,30,52,77,116,190,289,333,447,332,136,39
2019-11-08 17:00:00,0,0,0,0,0,0,0,0,1,1,2,2,2,4,7,6,10,17,27,32,60,98,145,230,320,370,470,365,154,49
2019-11-08 18:00:00,1,0,1,1,0,0,1,0,1,2,3,3,2,4,11,7,15,21,29,34,68,120,174,269,350,407,493,398,173,59
2019-11-08 19:00:00,0,0,0,0,0,0,0,0,2,4,4,4,6,6,12,15,16,24,35,50,70,119,188,278,394,444,519,401,192,52
2019-11-08 20:00:00,0,0,0,0,0,1,0,1,2,5,5,5,9,7,14,23,17,27,41,67,73,118,202,287,438,481,545,404,212,44
2019-11-08 21:00:00,0,0,0,0,0,2,0,2,2,3,4,6,10,11,16,23,28,36,52,73,84,152,235,320,436,512,514,374,183,40
2019-11-08 22:00:00,1,1,1,1,1,2,0,4,3,1,3,7,11,15,19,23,38,45,64,79,96,185,268,353,434,544,483,343,154,35
2019-11-08 23:00:00,1,2,1,2,2,1,2,5,5,5,6,10,20,16,28,32,56,60,72,120,153,250,298,393,424,480,404,270,126,30
2019-11-09 00:00:00,1,2,1,3,2,0,3,6,7,9,10,13,29,16,38,41,73,74,79,160,210,316,327,433,413,415,326,197,98,25
2019-11-09 01:00:00,2,3,2,2,3,2,4,6,8,8,14,22,25,28,34,48,88,81,105,178,232,298,327,410,374,368,260,158,80,20
2019-11-09 02:00:00,3,4,3,2,4,5,5,7,9,6,17,32,21,41,29,55,104,88,131,196,253,280,327,387,334,322,194,120,62,15
2019-11-09 03:00:00,2,2,2,2,4,5,6,10,8,12,20,30,26,39,33,56,89,100,128,200,235,280,338,360,326,278,186,108,54,11
2019-11-09 04:00:00,2,0,1,3,5,5,6,12,6,19,24,27,31,37,37,58,74,113,125,205,217,281,349,333,319,234,179,96,45,7
2019-11-09 05:00:00,2,0,2,7,5,6,6,11,8,18,21,26,34,40,44,68,81,110,146,218,245,284,330,331,306,210,165,102,40,10
2019-11-09 06:00:00,3,1,3,11,5,7,7,10,10,17,18,26,38,42,51,78,88,106,168,230,273,287,310,329,292,187,151,107,35,12
2019-11-09 07:00:00,2,2,2,7,6,6,6,12,10,16,18,22,38,36,42,74,90,109,160,212,246,292,331,364,328,234,154,120,39,16
2019-11-09 08:00:00,2,2,2,3,6,5,4,13,10,15,19,18,37,30,32,71,92,112,153,194,220,297,352,398,364,280,158,132,43,21
2019-11-09 09:00:00,1,2,2,2,4,3,2,8,8,10,12,14,26,20,26,51,62,79,104,142,170,244,292,362,342,272,164,124,50,14
2019-11-09 10:00:00,0,2,1,1,1,1,1,3,6,6,6,9,14,11,19,31,31,46,55,90,119,191,233,327,321,264,171,115,57,7
2019-11-09 11:00:00,0,1,2,1,1,2,0,2,3,6,4,8,14,12,15,22,24,34,44,72,98,154,205,286,315,283,203,130,64,10
2019-11-09 12:00:00,1,0,2,1,1,3,0,2,0,5,3,6,13,13,11,14,17,23,32,55,78,116,177,246,309,302,235,146,71,13
2019-11-09 13:00:00,0,0,1,0,0,2,0,1,0,3,2,4,8,10,9,10,14,17,26,46,54,88,129,192,266,279,242,135,66,8
2019-11-09 14:00:00,0,0,0,0,0,0,1,0,1,1,0,3,2,8,7,7,10,11,21,37,31,61,81,137,223,256,249,124,62,3
2019-11-09 15:00:00,0,0,0,0,0,0,0,0,0,1,1,3,4,6,6,8,12,15,19,30,36,60,86,140,213,272,280,180,84,11
2019-11-09 16:00:00,1,1,1,1,0,1,0,1,0,1,2,3,6,4,5,9,13,19,17,24,40,59,92,144,203,287,310,236,105,19
2019-11-09 17:00:00,1,1,0,1,0,1,0,1,2,2,2,2,5,4,4,10,18,19,20,29,53,66,106,166,216,314,338,285,128,26
2019-11-09 18:00:00,1,1,0,1,1,1,1,1,4,2,1,2,4,3,4,10,24,19,23,34,66,74,121,187,228,340,367,334,152,34
2019-11-09 19:00:00,0,0,1,0,1,2,0,2,3,2,4,3,6,9,10,16,25,24,30,43,73,92,144,226,290,387,433,369,154,33
2019-11-09 20:00:00,0,0,2,0,1,4,0,4,2,1,7,4,7,15,16,21,26,29,37,52,80,109,167,266,353,434,499,404,157,32
2019-11-09 21:00:00,0,2,2,0,1,2,1,4,2,2,6,6,8,10,14,22,26,28,40,58,96,119,181,264,344,414,465,378,137,30
2019-11-09 22:00:00,0,3,3,1,1,0,2,3,3,4,4,8,8,5,11,22,26,28,43,64,111,129,195,263,336,393,431,352,117,29
2019-11-09 23:00:00,0,2,2,2,2,3,4,3,7,5,6,7,11,9,21,27,40,40,63,80,120,164,226,284,356,390,368,279,102,23
2019-11-10 00:00:00,1,1,2,2,3,6,5,3,11,6,9,6,14,13,31,32,54,53,83,96,130,200,256,305,375,386,304,206,86,17
2019-11-10 01:00:00,0,2,3,2,2,5,6,4,10,7,10,10,18,17,36,37,50,64,90,115,152,216,255,304,336,328,244,178,69,14
2019-11-10 02:00:00,0,2,4,3,1,4,6,4,8,8,12,15,23,21,41,42,46,74,97,134,175,232,254,304,298,271,185,149,52,11
2019-11-10 03:00:00,0,2,2,2,2,5,5,6,9,11,12,16,22,29,34,54,52,80,102,144,188,232,262,300,284,249,170,136,53,11
2019-11-10 04:00:00,1,2,1,2,3,6,4,9,10,14,13,16,22,37,26,66,57,86,107,153,201,232,269,297,271,227,156,123,54,11
2019-11-10 05:00:00,2,2,0,4,2,4,5,9,12,11,18,19,22,36,30,60,64,94,100,151,180,202,258,270,228,195,134,113,50,8
2019-11-10 06:00:00,3,2,0,5,2,3,6,9,15,8,22,22,22,36,34,55,71,101,92,149,160,173,246,242,184,163,113,103,47,5
2019-11-10 07:00:00,2,1,0,4,3,4,4,12,12,8,16,22,22,30,36,54,61,93,104,144,168,196,263,262,224,186,132,108,44,7
2019-11-10 08:00:00,1,0,1,2,4,4,2,14,9,9,11,23,21,24,37,54,51,85,115,138,175,219,280,281,265,208,150,114,41,9
2019-11-10 09:00:00,2,1,2,2,3,5,4,8,7,8,9,18,20,22,27,40,49,64,98,115,164,208,257,283,280,228,165,122,60,12
