time,"(0.000297, 0.000383]","(0.000383, 0.000493]","(0.000493, 0.000636]","(0.000636, 0.000819]","(0.000819, 0.00106]","(0.00106, 0.00136]","(0.00136, 0.00175]","(0.00175, 0.00226]","(0.00226, 0.00291]","(0.00291, 0.00375]","(0.00375, 0.00483]","(0.00483, 0.00623]","(0.00623, 0.00803]","(0.00803, 0.0103]","(0.0103, 0.0133]","(0.0133, 0.0172]","(0.0172, 0.0221]","(0.0221, 0.0285]","(0.0285, 0.0367]","(0.0367, 0.0474]","(0.0474, 0.061]","(0.061, 0.0786]","(0.0786, 0.101]","(0.101, 0.131]","(0.131, 0.168]","(0.168, 0.217]","(0.217, 0.279]","(0.279, 0.36]","(0.36, 0.464]","(0.464, 0.598]"
2021-07-11 02:00:00,1,1,2,0,2,0,4,2,7,10,5,4,7,7,12,12,28,36,36,46,70,73,93,120,143,146,146,141,110,16
2021-07-11 03:00:00,0,1,2,0,2,2,3,2,6,9,6,4,10,12,15,18,34,33,44,64,72,94,115,141,135,158,166,135,99,24
2021-07-11 04:00:00,0,1,3,1,1,3,2,1,4,8,8,3,12,17,18,23,39,30,53,82,73,116,137,162,127,169,187,129,88,32
2021-07-11 05:00:00,0,0,2,2,2,4,2,3,6,8,9,6,11,14,17,30,42,32,57,78,83,108,132,146,142,160,174,142,105,28
2021-07-11 06:00:00,0,0,0,2,2,5,1,5,7,9,10,10,10,11,16,37,44,34,61,74,93,101,127,130,158,152,162,154,122,25
2021-07-11 07:00:00,1,0,0,2,2,4,2,4,8,7,8,10,10,16,22,35,36,36,60,71,86,90,117,132,164,172,167,161,112,28
2021-07-11 08:00:00,2,0,1,2,2,2,3,3,10,5,6,9,11,20,27,33,27,39,58,68,79,80,107,134,170,193,172,168,103,31
2021-07-11 09:00:00,1,0,0,1,1,2,3,4,6,4,6,10,10,17,19,28,22,38,51,57,82,84,87,124,140,163,166,154,96,25
2021-07-11 10:00:00,0,0,0,0,0,3,3,4,1,3,5,10,9,14,11,23,18,36,44,46,85,87,67,113,110,133,159,139,89,19
2021-07-11 11:00:00,0,1,0,0,0,3,2,4,4,2,4,8,12,12,13,18,20,36,44,44,66,80,80,114,136,154,187,188,105,15
2021-07-11 12:00:00,1,2,0,0,0,3,2,4,6,2,3,6,14,10,15,13,22,36,44,43,47,74,94,116,161,175,215,236,121,11
