PFG,2020,2021,2019
OraNano,22733.057771768497,9936.17322177701,
OraPicoProk,13764.77195134808,2258.778848852162,
RedNano,25821.66542639483,20453.266472470816,
RedPico,2365.5830800527046,1232.3355385889915,
RedPicoProk,103.89962123225492,77.67250087969202,
