time,"(0.574, 0.627]","(0.627, 0.685]","(0.685, 0.748]","(0.748, 0.817]","(0.817, 0.892]","(0.892, 0.974]","(0.974, 1.064]","(1.064, 1.162]","(1.162, 1.269]","(1.269, 1.386]","(1.386, 1.514]","(1.514, 1.653]","(1.653, 1.805]","(1.805, 1.972]","(1.972, 2.153]","(2.153, 2.352]","(2.352, 2.569]","(2.569, 2.805]","(2.805, 3.064]","(3.064, 3.346]","(3.346, 3.655]","(3.655, 3.991]","(3.991, 4.359]","(4.359, 4.761]","(4.761, 5.2]","(5.2, 5.679]","(5.679, 6.202]","(6.202, 6.774]","(6.774, 7.398]","(7.398, 8.08]"
2021-07-11 00:00:00,7,4,18,31,33,79,141,237,365,592,776,912,934,969,883,893,661,499,348,285,252,289,277,292,232,226,154,80,32,14
2021-07-11 01:00:00,8,8,16,36,50,116,238,368,536,720,837,921,930,904,798,708,532,406,300,245,238,274,280,269,214,198,132,74,34,17
2021-07-11 02:00:00,10,11,14,41,68,154,335,499,707,848,898,930,926,839,713,523,403,313,251,205,224,260,282,246,197,170,111,67,35,20
2021-07-11 03:00:00,10,12,18,42,76,155,305,440,603,703,778,780,783,712,622,465,360,294,222,194,214,224,246,212,172,139,92,62,29,16
2021-07-11 04:00:00,11,12,21,43,84,156,275,382,499,558,659,629,640,584,531,407,318,274,194,184,204,189,209,178,147,108,74,57,23,12
2021-07-11 05:00:00,8,14,16,38,78,142,259,380,502,585,668,700,712,690,642,525,411,340,264,248,248,215,248,206,182,146,90,58,28,14
2021-07-11 06:00:00,5,16,12,34,73,129,243,379,506,612,677,772,783,797,754,643,504,407,333,313,293,241,286,234,216,185,105,59,32,15
2021-07-11 07:00:00,6,12,12,24,45,80,154,242,333,433,506,582,637,657,654,612,526,433,374,314,296,250,280,256,233,206,118,68,34,14
2021-07-11 08:00:00,6,9,13,13,17,30,66,104,160,254,334,392,491,517,554,580,548,459,416,316,299,259,273,278,250,226,130,77,37,13
2021-07-11 09:00:00,4,8,14,12,20,34,52,86,136,208,276,342,454,492,524,564,552,490,460,376,320,270,262,275,275,232,166,91,41,22
2021-07-11 10:00:00,3,7,15,10,22,39,38,68,113,163,217,291,416,466,494,549,555,522,504,437,342,281,251,272,300,238,203,105,45,32
2021-07-11 11:00:00,2,4,8,8,15,28,26,53,82,122,170,220,336,409,460,522,566,552,540,508,449,364,320,276,288,282,234,141,70,34
2021-07-11 12:00:00,0,1,2,6,8,18,14,38,51,80,124,149,255,352,426,495,577,581,575,579,556,446,390,279,275,327,266,177,95,36
2021-07-11 13:00:00,0,2,3,4,6,14,16,29,42,64,92,128,190,256,317,392,477,506,514,505,462,394,345,264,258,272,249,146,80,32
2021-07-11 14:00:00,1,2,4,1,5,11,17,20,33,48,59,108,126,159,208,289,377,431,454,431,368,343,300,249,240,218,232,114,65,29
2021-07-11 15:00:00,0,3,4,4,4,10,14,22,34,47,62,95,100,148,196,263,362,408,434,418,388,371,311,242,223,182,188,104,64,30
2021-07-11 16:00:00,0,4,3,6,3,10,12,25,34,46,65,82,74,138,184,237,346,386,415,404,407,399,322,234,206,146,143,93,64,32
2021-07-11 17:00:00,2,4,4,6,4,10,14,26,31,47,66,86,110,156,206,254,379,443,484,486,482,460,368,276,208,158,128,98,54,26
2021-07-11 18:00:00,4,4,6,5,4,9,15,28,28,48,67,91,145,174,229,272,412,500,553,569,557,521,413,319,211,171,113,103,44,20
2021-07-11 19:00:00,4,6,5,7,6,9,13,30,36,52,72,92,154,218,304,430,544,600,629,618,534,443,338,262,188,166,122,95,48,18
2021-07-11 20:00:00,4,9,4,9,9,9,11,33,43,55,78,93,163,261,378,587,675,701,705,667,511,365,263,205,166,160,130,87,52,16
2021-07-11 21:00:00,4,8,6,12,22,27,32,44,82,129,192,324,470,546,636,750,756,726,625,540,402,290,250,216,205,184,126,90,48,18
2021-07-11 22:00:00,4,7,9,14,34,45,54,55,122,203,306,555,777,830,894,912,837,751,545,412,294,216,237,226,244,208,123,93,43,21
2021-07-11 23:00:00,4,4,10,20,37,56,88,150,272,416,562,804,981,1072,1090,1034,970,836,640,465,376,311,324,304,300,264,166,118,70,26
2021-07-12 00:00:00,5,2,12,25,40,68,123,244,423,629,817,1053,1185,1314,1285,1156,1104,920,734,518,458,406,410,383,356,321,210,142,98,30
2021-07-12 01:00:00,6,6,16,36,66,122,226,346,503,698,891,1065,1176,1223,1194,1086,978,826,646,482,452,423,400,384,332,286,196,145,83,26
2021-07-12 02:00:00,6,10,21,46,93,176,329,448,583,768,965,1077,1168,1132,1102,1016,853,732,557,445,445,440,390,384,307,251,181,148,68,23
2021-07-12 03:00:00,6,9,22,52,112,232,397,570,690,883,1038,1132,1226,1216,1148,1031,858,747,608,495,478,456,441,436,358,292,229,150,76,24
2021-07-12 04:00:00,5,8,23,58,131,287,465,691,797,998,1111,1188,1283,1301,1195,1046,863,762,658,545,511,472,492,487,408,332,277,152,85,24
2021-07-12 05:00:00,4,10,20,46,98,212,358,543,673,812,946,1022,1140,1134,1085,967,784,672,574,477,454,395,417,412,358,296,218,120,71,20
2021-07-12 06:00:00,4,11,16,34,66,137,251,395,549,625,780,857,997,968,975,888,705,582,491,409,397,318,342,337,307,259,159,89,57,15
2021-07-12 07:00:00,5,10,12,28,48,92,178,278,408,534,684,790,952,1006,1058,1040,894,815,691,555,486,388,376,357,344,299,208,136,78,23
2021-07-12 08:00:00,6,8,8,23,30,47,106,160,267,444,587,723,906,1045,1140,1192,1083,1048,891,701,574,459,409,377,380,339,258,182,98,31
2021-07-12 09:00:00,4,6,6,15,18,32,70,110,185,317,419,548,711,845,952,1041,1022,982,838,722,594,464,382,344,348,296,251,177,85,33
2021-07-12 10:00:00,3,5,4,7,6,17,35,60,103,190,251,372,516,645,765,890,961,917,786,742,614,469,356,311,316,254,244,172,72,35
2021-07-12 11:00:00,6,10,8,9,11,16,36,51,86,144,198,305,436,562,692,842,903,934,843,807,687,550,385,314,294,257,240,188,103,47
2021-07-12 12:00:00,9,15,13,11,16,16,37,42,69,97,144,238,356,478,618,793,845,950,900,872,760,631,414,318,273,260,235,205,134,59
2021-07-12 13:00:00,6,10,11,10,16,14,30,39,70,111,153,222,324,452,600,748,891,1032,1022,980,911,810,606,448,342,323,261,215,131,56
2021-07-12 14:00:00,3,4,9,10,17,11,23,36,71,125,162,205,291,426,582,703,937,1113,1145,1088,1062,990,797,578,412,386,287,225,128,52
2021-07-12 15:00:00,2,4,8,8,10,10,18,30,55,99,126,170,250,357,485,623,861,1092,1238,1240,1234,1113,934,706,486,379,267,203,114,43
2021-07-12 16:00:00,2,5,7,6,3,10,14,23,39,73,91,135,210,288,388,543,785,1071,1331,1392,1407,1236,1072,835,559,372,247,181,100,34
