time,"(2.064, 2.544]","(2.544, 3.134]","(3.134, 3.861]","(3.861, 4.757]","(4.757, 5.861]","(5.861, 7.222]","(7.222, 8.897]","(8.897, 10.962]","(10.962, 13.506]","(13.506, 16.641]","(16.641, 20.503]","(20.503, 25.261]","(25.261, 31.123]","(31.123, 38.346]","(38.346, 47.245]","(47.245, 58.21]","(58.21, 71.719]","(71.719, 88.363]","(88.363, 108.869]","(108.869, 134.135]","(134.135, 165.264]","(165.264, 203.618]","(203.618, 250.872]","(250.872, 309.093]","(309.093, 380.825]","(380.825, 469.204]","(469.204, 578.094]","(578.094, 712.255]","(712.255, 877.55]","(877.55, 1081.206]"
2020-07-31 00:00:00,0,0,0,3,4,2,0,0,1,3,3,6,2,2,2,6,3,2,6,3,9,7,18,15,19,17,13,9,10,5
2020-07-31 01:00:00,0,0,0,2,2,2,0,2,2,4,3,6,4,4,4,8,5,6,8,10,11,11,21,20,26,22,18,14,11,8
2020-07-31 02:00:00,0,0,0,0,1,1,1,3,3,6,3,7,6,6,5,10,7,9,11,18,13,15,24,25,34,27,24,18,12,10
2020-07-31 03:00:00,1,0,0,1,3,4,5,6,7,10,14,10,22,12,20,26,28,34,43,60,48,57,47,43,40,48,32,28,26,16
2020-07-31 04:00:00,2,0,0,2,5,8,9,8,11,13,25,13,37,19,34,43,50,60,75,102,83,99,70,61,47,70,41,37,39,21
2020-07-31 05:00:00,2,1,1,4,6,9,14,12,17,24,27,25,40,38,46,62,72,91,126,138,150,146,115,80,41,50,38,28,30,17
2020-07-31 06:00:00,1,2,2,5,6,10,18,15,23,34,29,37,44,57,59,80,94,122,176,173,217,194,160,99,35,29,36,20,21,13
2020-07-31 07:00:00,2,2,1,4,4,9,14,16,20,28,32,38,43,52,54,70,79,118,144,170,205,186,162,109,54,36,34,24,20,10
2020-07-31 08:00:00,2,1,0,4,3,8,11,16,17,22,34,39,42,48,48,60,64,113,113,166,193,178,163,119,73,43,32,27,18,7
2020-07-31 09:00:00,1,0,0,4,2,7,6,14,15,20,26,30,38,34,38,42,52,83,91,126,157,140,153,115,80,60,34,28,22,11
2020-07-31 10:00:00,0,0,1,3,2,6,2,12,13,19,17,22,33,20,27,23,40,53,69,86,121,101,143,111,88,76,35,29,26,15
2020-07-31 11:00:00,0,0,2,2,2,4,3,10,10,12,16,20,22,18,24,15,28,36,43,62,78,82,102,89,74,65,38,30,18,17
2020-07-31 12:00:00,1,1,2,0,3,3,4,8,6,6,16,18,11,16,20,7,16,20,17,39,35,64,61,67,61,54,41,31,11,19
2020-07-31 13:00:00,0,2,2,0,3,4,7,9,10,10,16,16,18,15,21,12,18,24,25,40,40,74,76,92,98,80,66,40,21,19
2020-07-31 14:00:00,0,2,2,0,3,5,10,10,14,14,17,13,24,14,22,16,21,28,33,40,46,83,92,118,135,107,90,48,31,19
2020-07-31 15:00:00,0,1,2,0,3,6,10,10,13,16,16,14,22,18,25,24,24,30,36,42,52,82,86,128,134,112,93,57,34,22
2020-07-31 16:00:00,0,0,2,0,3,7,11,10,12,18,15,14,20,23,28,32,27,32,40,45,59,81,81,137,132,117,96,66,37,25
