time,"(1.614, 1.988]","(1.988, 2.449]","(2.449, 3.017]","(3.017, 3.716]","(3.716, 4.577]","(4.577, 5.639]","(5.639, 6.946]","(6.946, 8.556]","(8.556, 10.539]","(10.539, 12.982]","(12.982, 15.992]","(15.992, 19.699]","(19.699, 24.265]","(24.265, 29.89]","(29.89, 36.82]","(36.82, 45.355]","(45.355, 55.869]","(55.869, 68.82]","(68.82, 84.774]","(84.774, 104.425]","(104.425, 128.633]","(128.633, 158.452]","(158.452, 195.183]","(195.183, 240.429]","(240.429, 296.165]","(296.165, 364.82]","(364.82, 449.391]","(449.391, 553.566]","(553.566, 681.891]","(681.891, 839.964]"
2019-09-30 00:00:00,0,1,0,1,2,2,7,8,15,8,7,6,11,16,21,13,26,21,27,41,42,45,67,83,107,148,139,122,103,33
2019-09-30 01:00:00,0,0,0,1,3,1,4,5,8,7,6,5,6,10,15,10,16,14,20,29,28,30,47,56,73,96,89,77,61,22
2019-09-30 02:00:00,0,0,0,1,4,0,2,2,2,6,4,4,2,5,9,8,5,6,14,17,15,15,27,28,39,43,39,32,19,11
2019-09-30 03:00:00,0,0,0,0,2,1,2,2,2,6,4,6,7,7,10,10,6,8,17,22,20,26,36,36,44,48,38,26,16,8
2019-09-30 04:00:00,0,0,1,0,0,2,2,3,2,5,3,7,12,9,10,11,8,10,20,27,24,36,46,43,49,52,37,19,12,5
2019-09-30 05:00:00,0,0,0,0,0,1,1,3,2,6,6,8,12,8,10,14,12,16,23,32,42,47,48,48,51,45,28,16,9,6
2019-09-30 06:00:00,1,0,0,0,1,0,0,3,1,7,8,8,12,6,11,16,16,21,26,38,61,58,50,52,53,38,20,13,6,6
2019-09-30 07:00:00,0,0,0,0,1,2,0,4,2,5,6,8,12,6,8,14,11,18,23,26,44,45,44,52,48,34,22,10,6,6
2019-09-30 08:00:00,0,0,1,0,1,4,1,4,3,3,3,9,11,7,6,13,6,14,20,14,28,32,38,51,44,29,24,8,6,7
2019-09-30 09:00:00,0,0,2,0,1,2,2,4,4,4,4,10,8,8,10,10,8,13,18,18,28,31,42,48,54,37,29,16,6,6
2019-09-30 10:00:00,0,0,3,0,1,1,2,3,4,4,4,12,5,8,14,7,9,12,16,21,29,30,46,45,64,45,34,23,7,4
2019-09-30 11:00:00,0,0,2,1,0,2,2,4,4,5,8,10,11,10,12,8,17,14,17,22,28,34,46,56,64,61,50,34,20,6
2019-09-30 12:00:00,0,0,1,2,0,2,3,5,3,6,12,9,17,13,9,10,25,17,18,24,27,37,47,66,64,77,67,45,33,9
2019-09-30 13:00:00,0,0,1,2,0,2,4,4,4,6,8,10,13,13,10,10,20,16,18,22,28,34,45,60,66,70,68,52,39,15
2019-09-30 14:00:00,0,0,1,1,1,1,6,3,4,5,5,10,9,13,11,11,14,15,18,20,30,30,43,53,68,64,70,60,45,21
2019-09-30 15:00:00,0,0,1,0,0,2,4,2,4,5,4,6,8,8,8,10,14,12,14,20,22,24,32,39,50,52,52,44,34,14
