time,"(0.593, 0.647]","(0.647, 0.706]","(0.706, 0.77]","(0.77, 0.84]","(0.84, 0.917]","(0.917, 1.0]","(1.0, 1.091]","(1.091, 1.19]","(1.19, 1.299]","(1.299, 1.417]","(1.417, 1.546]","(1.546, 1.686]","(1.686, 1.84]","(1.84, 2.007]","(2.007, 2.189]","(2.189, 2.389]","(2.389, 2.606]","(2.606, 2.843]","(2.843, 3.101]","(3.101, 3.383]","(3.383, 3.691]","(3.691, 4.027]","(4.027, 4.393]","(4.393, 4.793]","(4.793, 5.228]","(5.228, 5.704]","(5.704, 6.223]","(6.223, 6.789]","(6.789, 7.406]","(7.406, 8.08]"
2020-08-31 16:00:00,5,6,7,9,10,16,20,30,34,42,55,56,55,70,72,77,78,128,160,186,182,202,180,176,140,100,62,32,11,4
2020-08-31 17:00:00,7,6,8,11,12,18,22,34,32,39,50,53,53,67,69,80,88,126,155,179,177,190,166,162,136,96,60,31,10,4
2020-08-31 18:00:00,8,6,10,13,14,20,25,37,30,36,46,50,52,64,67,82,97,124,150,171,173,179,152,148,132,92,58,30,10,4
2020-08-31 19:00:00,10,7,12,15,15,23,28,40,29,33,42,46,50,62,65,85,107,123,144,164,168,168,138,133,128,89,56,29,10,4
2020-08-31 20:00:00,12,7,13,17,17,25,30,44,27,30,37,43,48,59,63,88,116,121,139,156,164,156,124,119,124,85,54,28,9,4
2020-08-31 21:00:00,12,6,14,15,16,27,25,32,26,32,42,45,53,64,86,110,122,126,151,148,147,142,130,117,120,83,51,22,8,4
2020-08-31 22:00:00,12,5,16,13,16,29,20,20,24,35,46,47,58,70,108,133,129,132,163,139,130,128,135,115,116,81,48,15,6,3
2020-08-31 23:00:00,12,8,18,19,22,34,27,36,40,46,64,66,70,80,112,132,126,138,169,146,144,136,136,112,107,70,40,13,6,2
2020-09-01 00:00:00,12,12,20,25,27,38,34,52,55,58,82,85,82,90,117,131,122,144,175,154,158,144,138,110,98,60,32,10,5,2
2020-09-01 01:00:00,12,15,23,31,32,42,42,68,70,69,100,104,95,101,122,130,119,149,181,161,173,152,140,108,89,49,24,8,4,1
2020-09-01 02:00:00,12,18,25,37,38,47,49,84,86,80,118,123,107,111,126,129,116,155,187,168,187,160,141,105,80,38,16,6,4,0
2020-09-01 03:00:00,16,28,36,43,47,60,86,108,106,103,126,116,110,128,130,134,128,162,180,184,192,154,138,94,64,36,14,8,4,1
2020-09-01 04:00:00,19,39,48,49,56,73,123,132,127,126,135,109,114,144,133,139,141,170,174,199,197,149,135,84,49,35,11,10,4,2
2020-09-01 05:00:00,19,34,46,48,57,74,111,125,128,126,138,121,123,142,135,135,150,170,177,202,197,163,146,92,58,38,15,10,4,2
2020-09-01 06:00:00,18,28,44,48,58,74,98,118,130,126,142,132,132,140,138,130,159,171,180,206,197,178,156,100,66,42,20,10,4,2
2020-09-01 07:00:00,18,23,43,47,58,74,86,111,131,126,146,144,141,137,140,126,168,172,183,210,197,192,166,109,75,45,24,10,3,1
2020-09-01 08:00:00,18,18,41,46,59,75,74,104,132,126,149,156,150,135,142,122,177,172,186,213,197,206,177,117,84,48,28,10,3,1
2020-09-01 09:00:00,12,19,46,50,60,76,73,107,136,134,146,154,155,149,162,168,185,210,232,254,240,253,258,211,134,80,48,17,8,1
2020-09-01 10:00:00,7,20,51,54,60,77,72,110,141,143,143,151,160,163,182,214,193,247,278,296,283,300,338,305,183,111,68,24,14,1
2020-09-01 11:00:00,6,17,42,48,51,69,64,94,120,127,125,140,145,149,162,194,180,230,268,279,264,289,304,282,184,124,74,30,15,2
2020-09-01 12:00:00,5,14,32,42,42,61,56,78,99,111,107,130,130,134,142,175,166,213,259,262,244,278,270,258,185,136,80,35,16,3
2020-09-01 13:00:00,4,10,23,36,32,53,48,63,78,95,89,120,116,120,122,156,153,196,250,244,224,268,235,235,186,149,85,40,17,4
2020-09-01 14:00:00,3,7,14,30,23,45,40,47,57,79,71,109,101,106,102,136,140,179,240,227,205,257,201,212,187,162,91,46,18,5
2020-09-01 15:00:00,4,4,8,20,18,37,32,40,42,60,58,86,90,89,95,124,183,293,428,450,406,432,354,299,234,134,82,40,18,7
2020-09-01 16:00:00,5,0,3,10,14,29,23,32,26,42,46,64,80,72,88,112,226,407,615,672,608,606,506,386,280,106,74,35,19,9
2020-09-01 17:00:00,5,2,4,10,15,30,30,42,37,49,55,71,96,97,126,170,288,432,602,643,590,563,453,339,251,108,78,36,19,10
2020-09-01 18:00:00,5,3,4,10,16,31,36,52,48,56,64,78,111,122,164,228,350,456,590,614,572,520,400,292,222,111,82,38,20,12
2020-09-01 19:00:00,5,4,5,10,17,32,43,61,59,63,73,86,126,146,201,285,411,481,577,585,553,476,347,246,193,114,85,39,20,13
2020-09-01 20:00:00,5,6,6,10,18,33,50,71,70,70,82,93,142,171,239,343,473,506,564,556,535,433,294,199,164,116,89,40,20,14
2020-09-01 21:00:00,4,6,7,13,22,39,54,72,80,90,139,220,320,409,481,546,578,588,586,461,388,300,225,166,138,96,64,29,18,10
2020-09-01 22:00:00,4,5,8,16,27,45,58,72,90,111,196,346,498,647,723,750,682,671,609,366,240,167,156,132,111,76,38,18,17,6
2020-09-01 23:00:00,8,9,18,22,34,54,70,106,160,302,444,580,668,730,738,705,594,524,408,260,198,164,158,130,109,66,31,16,14,4
2020-09-02 00:00:00,12,13,27,28,40,62,82,141,230,494,692,814,838,814,754,660,505,377,208,154,156,161,161,129,107,55,24,14,10,1
2020-09-02 01:00:00,12,14,25,34,42,76,134,262,407,677,861,945,943,916,800,655,498,354,247,246,288,344,301,240,150,95,48,22,10,2
2020-09-02 02:00:00,11,14,23,41,44,89,185,382,584,860,1030,1076,1048,1017,847,650,490,330,286,339,420,528,441,352,194,135,71,29,10,3
2020-09-02 03:00:00,8,12,22,36,39,77,176,364,553,796,945,984,957,914,758,554,409,281,234,315,372,466,438,337,196,128,68,21,10,4
2020-09-02 04:00:00,6,10,21,31,34,65,166,346,522,731,860,892,866,810,668,458,328,232,181,291,324,404,435,322,199,120,64,13,10,4
2020-09-02 05:00:00,5,12,19,24,42,70,180,360,566,773,880,916,868,802,655,480,306,230,186,264,336,372,412,309,198,122,56,12,6,4
2020-09-02 06:00:00,4,14,17,18,50,74,194,373,609,815,900,939,870,794,642,502,285,227,191,238,348,340,389,296,198,125,47,10,3,3
2020-09-02 07:00:00,5,8,14,18,32,56,123,233,408,632,819,972,1026,984,901,806,606,504,362,275,324,337,408,386,318,208,88,24,8,2
2020-09-02 08:00:00,6,3,12,19,14,39,52,93,208,450,738,1005,1182,1175,1160,1110,927,780,532,312,299,334,427,476,437,292,128,38,12,2
2020-09-02 09:00:00,4,4,8,16,18,32,40,64,144,296,488,705,898,990,1097,1094,986,942,770,626,539,460,472,511,480,404,228,89,30,8
2020-09-02 10:00:00,3,4,4,14,23,25,27,35,79,143,238,405,613,806,1034,1077,1044,1104,1007,940,779,586,516,546,523,515,329,140,47,14
2020-09-02 11:00:00,2,2,4,9,14,20,26,33,60,100,158,248,366,502,656,764,824,923,850,812,715,592,502,446,400,390,249,114,44,13
2020-09-02 12:00:00,0,1,3,4,6,15,24,31,41,58,79,90,120,199,279,451,604,742,693,685,651,598,488,347,277,265,169,89,42,12
2020-09-02 13:00:00,0,1,3,3,5,13,21,28,39,51,67,79,106,175,247,390,536,685,685,715,703,663,566,423,322,262,166,88,43,14
2020-09-02 14:00:00,0,2,3,3,5,11,18,26,36,45,54,67,92,150,215,329,468,628,676,745,756,728,644,499,367,258,164,86,43,16
2020-09-02 15:00:00,0,2,3,2,4,9,14,23,34,38,42,56,79,126,183,268,399,571,668,775,808,793,721,575,412,255,161,85,44,18
2020-09-02 16:00:00,0,2,2,2,4,6,11,20,32,32,30,44,65,102,150,207,331,514,660,805,860,858,799,650,456,252,158,84,44,20
2020-09-02 17:00:00,0,2,3,3,3,7,10,24,43,33,40,47,72,94,130,159,238,384,564,752,889,886,807,691,490,272,162,81,41,17
2020-09-02 18:00:00,0,1,4,5,3,7,9,29,54,35,49,50,78,85,109,111,145,254,469,700,918,914,815,732,523,293,166,78,37,14
2020-09-02 19:00:00,1,2,2,8,4,13,20,40,62,48,63,72,96,128,238,349,574,757,964,1074,1061,936,724,604,436,276,176,94,42,17
2020-09-02 20:00:00,2,2,1,10,6,19,30,51,70,60,77,94,115,172,367,587,1003,1260,1460,1447,1204,957,633,476,349,258,187,109,46,20
2020-09-02 21:00:00,2,3,2,12,12,24,38,54,67,76,108,164,275,455,701,883,1136,1314,1326,1232,946,694,492,386,318,232,150,98,40,16
2020-09-02 22:00:00,2,4,3,13,19,30,47,57,64,91,140,235,435,738,1035,1179,1268,1367,1192,1017,688,430,351,296,288,206,114,88,35,11
2020-09-02 23:00:00,4,7,8,19,24,43,56,88,156,294,482,674,843,988,1084,1088,1049,983,791,628,442,337,322,268,256,160,88,57,21,8
2020-09-03 00:00:00,6,10,14,25,28,56,65,120,248,498,823,1114,1251,1237,1134,997,830,599,390,238,196,244,292,241,223,114,62,26,7,5
2020-09-03 01:00:00,6,12,14,28,35,71,114,260,493,796,1095,1326,1401,1262,1151,973,778,514,352,298,285,344,365,319,256,116,78,30,12,5
2020-09-03 02:00:00,7,13,15,30,42,86,163,400,738,1095,1367,1539,1551,1287,1168,949,726,429,313,357,374,445,438,397,289,118,95,33,17,5
2020-09-03 03:00:00,6,10,18,28,60,117,242,534,885,1262,1500,1568,1492,1314,1098,868,673,435,362,382,433,470,454,394,282,133,74,30,10,4
2020-09-03 04:00:00,5,8,22,25,77,148,322,668,1032,1428,1633,1598,1432,1340,1029,787,620,441,411,406,492,496,469,391,275,148,54,27,4,4
2020-09-03 05:00:00,8,12,29,38,81,137,270,546,864,1227,1422,1465,1406,1293,1104,892,730,516,462,433,482,532,520,428,276,162,65,31,6,4
2020-09-03 06:00:00,11,17,36,52,85,126,219,423,695,1026,1211,1332,1379,1246,1180,998,839,592,512,460,471,568,571,464,278,176,76,35,8,3
2020-09-03 07:00:00,9,13,26,32,52,76,142,262,484,744,978,1168,1272,1218,1141,1028,850,674,520,421,417,470,506,446,312,202,82,28,10,3
2020-09-03 08:00:00,7,9,17,11,19,27,65,102,274,462,745,1003,1165,1191,1102,1057,861,757,527,382,363,373,441,428,345,229,87,22,12,3
2020-09-03 09:00:00,6,8,15,10,18,27,60,94,240,401,642,869,1014,1052,985,964,814,746,564,448,424,420,471,430,347,247,118,54,26,10
2020-09-03 10:00:00,6,7,13,10,18,27,54,86,206,339,540,734,863,913,868,871,768,735,602,513,485,467,501,433,350,265,148,86,39,18
2020-09-03 11:00:00,5,6,11,10,17,27,48,78,172,278,437,600,712,774,750,778,722,724,639,578,546,514,531,436,352,284,179,118,53,26
2020-09-03 12:00:00,4,5,9,9,16,27,43,71,138,217,334,466,562,636,633,686,675,712,676,644,607,560,561,438,354,302,210,149,67,33
2020-09-03 13:00:00,4,4,7,8,16,27,38,63,104,155,232,331,411,497,516,593,628,701,714,709,668,607,591,440,357,320,240,181,80,40
2020-09-03 14:00:00,3,3,5,8,15,27,32,55,70,94,129,197,260,358,399,500,582,690,751,775,729,654,621,443,359,338,271,213,94,48
2020-09-03 15:00:00,4,2,4,7,12,27,38,58,84,95,120,168,220,316,328,406,480,550,631,654,629,590,559,454,368,308,211,168,78,42
2020-09-03 16:00:00,4,2,4,6,10,27,43,60,99,96,111,139,180,273,257,311,379,410,511,533,529,526,497,464,378,278,151,123,63,35
2020-09-03 17:00:00,4,4,3,8,10,22,42,74,115,132,130,150,192,257,256,296,320,368,426,456,464,491,465,450,370,270,156,104,47,28
2020-09-03 18:00:00,4,6,2,11,10,17,41,89,131,167,150,162,205,241,254,280,260,325,341,380,399,456,433,437,362,262,161,84,31,22
2020-09-03 19:00:00,4,4,4,12,18,41,64,98,142,162,161,180,198,247,270,344,388,398,434,447,455,470,399,376,306,231,154,79,28,20
2020-09-03 20:00:00,3,3,5,12,25,65,87,107,154,156,172,197,192,253,286,407,516,471,527,514,511,483,365,316,250,200,148,74,26,18
2020-09-03 21:00:00,3,3,8,15,27,52,64,80,116,121,170,244,348,432,508,564,602,536,526,445,380,351,280,291,240,167,112,58,22,10
2020-09-03 22:00:00,3,3,12,18,29,39,42,52,78,86,168,292,505,610,729,720,687,602,526,376,249,219,195,266,230,134,77,41,19,3
2020-09-03 23:00:00,7,20,34,48,70,75,83,132,188,234,342,454,627,679,756,766,682,610,515,426,369,422,454,435,334,190,99,54,18,4
2020-09-04 00:00:00,11,38,55,79,111,111,124,213,298,382,517,616,749,748,784,812,676,617,504,476,489,624,713,604,438,246,121,67,18,5
2020-09-04 01:00:00,24,54,77,98,124,134,168,244,327,386,478,535,622,628,654,655,588,540,466,494,545,679,706,571,373,223,114,54,19,4
2020-09-04 02:00:00,37,70,99,117,137,156,212,276,356,389,439,454,494,507,524,498,499,464,427,513,601,734,698,538,308,200,106,42,20,3
2020-09-04 03:00:00,24,49,60,76,98,146,233,391,594,730,837,858,894,846,808,717,623,512,403,496,533,616,611,488,324,212,105,54,16,4
2020-09-04 04:00:00,11,28,21,35,58,137,254,506,831,1072,1235,1263,1295,1186,1091,936,747,559,379,479,465,498,524,438,341,223,104,67,13,6
2020-09-04 05:00:00,12,26,27,38,60,122,251,431,720,919,1063,1154,1216,1176,1132,1018,826,640,506,518,531,530,540,478,342,226,116,60,19,5
2020-09-04 06:00:00,12,23,33,41,62,108,248,356,609,766,891,1045,1137,1166,1174,1099,904,720,634,556,597,561,556,517,344,228,127,54,25,4
2020-09-04 07:00:00,14,26,42,47,68,99,179,257,409,506,607,717,826,924,942,963,912,813,718,672,636,616,583,543,414,317,206,108,39,12
2020-09-04 08:00:00,15,29,51,53,74,90,110,158,209,246,323,389,516,683,710,827,919,906,802,788,676,671,610,569,485,406,286,162,53,20
2020-09-04 09:00:00,8,18,30,30,42,58,69,106,160,214,308,408,561,718,830,974,1040,1008,944,894,764,716,632,570,498,412,345,212,97,40
2020-09-04 10:00:00,2,7,10,8,11,26,28,55,112,183,294,426,606,753,950,1122,1161,1111,1087,1001,852,762,654,570,510,417,404,261,141,60
2020-09-04 11:00:00,2,4,8,7,10,19,20,38,72,108,172,259,370,472,585,696,751,728,720,682,592,554,511,450,425,364,335,226,139,56
2020-09-04 12:00:00,2,1,7,6,10,12,11,21,33,32,51,92,135,191,220,271,341,346,353,362,331,346,368,330,340,311,266,191,137,52
2020-09-04 13:00:00,2,2,4,6,6,10,8,14,23,20,37,59,86,120,146,194,231,260,266,277,277,270,288,278,290,251,226,167,122,51
2020-09-04 14:00:00,1,2,0,5,2,9,4,6,13,8,23,26,38,48,71,118,121,175,179,192,223,195,207,226,240,191,187,143,107,50
2020-09-04 15:00:00,2,2,0,4,2,6,6,6,10,13,18,20,28,47,74,109,142,176,205,210,264,230,225,239,232,214,184,150,106,46
2020-09-04 16:00:00,3,1,1,4,3,3,9,7,7,18,13,15,18,46,76,100,163,176,231,227,306,266,243,252,224,238,180,158,105,41
2020-09-04 17:00:00,3,2,2,4,2,4,8,7,8,14,9,17,22,38,64,80,136,165,202,200,242,226,216,196,188,189,146,124,77,31
2020-09-04 18:00:00,3,4,4,3,1,4,8,7,8,9,5,19,27,31,51,60,110,154,173,174,178,185,190,141,152,140,111,90,49,21
2020-09-04 19:00:00,2,4,4,6,5,10,12,12,14,18,16,30,42,61,92,120,161,191,206,205,200,208,230,204,201,186,152,111,62,29
2020-09-04 20:00:00,2,4,5,10,9,15,15,16,20,26,26,41,57,91,132,180,212,228,239,236,222,232,271,268,250,231,192,132,74,37
2020-09-04 21:00:00,4,3,7,12,9,14,18,17,26,34,47,70,86,122,159,199,222,222,237,220,223,242,270,254,260,241,180,116,62,30
2020-09-04 22:00:00,5,2,9,15,9,13,20,18,32,42,68,99,116,153,186,218,232,216,235,203,224,253,268,241,271,251,168,99,49,22
2020-09-04 23:00:00,6,4,8,14,14,22,24,28,44,63,78,127,149,168,188,215,216,220,224,215,230,260,274,248,250,220,156,94,42,16
2020-09-05 00:00:00,6,6,7,12,19,30,27,39,55,84,88,155,182,183,189,212,199,223,212,227,235,268,280,255,229,188,145,89,34,11
2020-09-05 01:00:00,6,6,10,16,16,26,34,41,58,88,92,141,164,171,174,187,180,192,194,202,218,232,234,204,192,157,124,60,23,7
2020-09-05 02:00:00,5,7,13,20,12,22,40,43,61,91,95,127,145,159,159,162,160,161,175,176,202,195,189,153,155,126,103,32,12,3
2020-09-05 03:00:00,4,8,12,16,12,24,38,42,62,90,98,112,138,142,142,154,159,146,152,153,182,183,181,158,138,115,82,30,14,2
2020-09-05 04:00:00,3,8,12,13,13,25,37,40,64,88,101,97,130,125,125,145,158,132,130,130,162,171,173,162,122,104,62,29,16,2
2020-09-05 05:00:00,7,8,10,18,18,30,35,47,68,89,104,121,120,142,143,146,148,142,132,144,160,180,190,178,143,102,71,38,18,4
2020-09-05 06:00:00,11,9,9,24,24,36,33,54,71,90,106,145,111,159,161,146,139,153,134,157,159,189,207,195,164,101,80,48,19,5
2020-09-05 07:00:00,8,6,8,14,17,22,24,41,50,70,93,124,132,159,173,180,184,186,173,169,182,202,218,212,206,150,112,57,18,8
