time,"(0.601, 0.655]","(0.655, 0.715]","(0.715, 0.78]","(0.78, 0.851]","(0.851, 0.929]","(0.929, 1.013]","(1.013, 1.105]","(1.105, 1.206]","(1.206, 1.316]","(1.316, 1.435]","(1.435, 1.566]","(1.566, 1.709]","(1.709, 1.864]","(1.864, 2.034]","(2.034, 2.219]","(2.219, 2.421]","(2.421, 2.641]","(2.641, 2.882]","(2.882, 3.144]","(3.144, 3.43]","(3.43, 3.743]","(3.743, 4.083]","(4.083, 4.455]","(4.455, 4.861]","(4.861, 5.303]","(5.303, 5.786]","(5.786, 6.313]","(6.313, 6.887]","(6.887, 7.514]","(7.514, 8.198]"
2021-07-07 00:00:00,5,5,2,15,26,29,61,80,88,180,237,374,423,451,458,470,520,488,417,315,348,342,399,412,336,307,241,122,79,21
2021-07-07 01:00:00,11,20,24,47,98,136,182,232,252,334,410,484,512,495,496,478,482,443,392,330,389,388,402,380,304,268,197,98,62,20
2021-07-07 02:00:00,17,35,45,79,171,242,303,383,417,487,582,593,602,539,535,487,444,398,367,344,430,435,406,347,273,230,153,74,44,18
2021-07-07 03:00:00,24,50,82,138,259,381,476,531,571,614,638,666,612,544,486,446,408,384,372,401,534,573,505,392,262,208,132,62,30,14
2021-07-07 04:00:00,30,65,118,198,347,520,649,679,725,741,693,738,621,548,438,405,373,369,377,458,637,711,604,436,252,186,111,49,17,10
2021-07-07 05:00:00,18,43,68,123,222,327,419,472,504,542,514,570,527,468,398,372,323,318,294,336,450,508,450,354,226,162,100,44,15,10
2021-07-07 06:00:00,7,21,17,48,98,134,189,265,282,343,336,402,433,389,357,338,273,268,211,215,262,306,295,272,200,137,89,39,13,9
2021-07-07 07:00:00,6,14,15,38,66,90,139,198,242,302,330,378,446,469,408,437,366,366,291,262,272,306,300,304,265,216,114,74,26,10
2021-07-07 08:00:00,5,6,13,29,34,45,89,132,201,262,323,355,460,549,460,536,460,465,371,309,281,306,304,335,330,294,139,108,38,12
2021-07-07 09:00:00,4,6,12,24,33,52,90,144,208,280,345,404,480,577,574,617,590,558,490,397,328,319,314,357,357,342,197,130,50,14
2021-07-07 10:00:00,3,6,11,18,32,60,90,156,214,298,367,454,499,605,687,698,720,650,608,485,374,332,325,379,384,389,255,151,62,17
2021-07-07 11:00:00,2,4,8,14,26,43,62,110,152,216,286,356,418,564,672,710,717,681,668,579,458,420,374,396,406,378,242,160,58,16
2021-07-07 12:00:00,1,1,5,10,19,26,33,65,91,133,205,257,337,523,657,721,714,712,729,673,543,508,423,412,428,366,229,170,55,16
2021-07-07 13:00:00,4,4,12,20,28,36,44,72,82,126,166,208,262,368,464,532,573,584,594,560,484,442,354,318,324,295,216,158,75,30
2021-07-07 14:00:00,8,7,20,29,38,47,54,80,74,119,126,158,188,213,272,344,432,456,459,446,426,377,286,223,220,224,203,147,95,45
2021-07-07 15:00:00,6,5,13,18,24,31,46,56,56,82,96,128,156,180,222,294,376,455,476,508,492,432,380,282,242,220,182,130,70,31
2021-07-07 16:00:00,3,3,6,7,11,15,37,31,38,46,67,97,125,146,172,245,321,454,493,570,558,488,474,340,264,216,161,112,46,17
2021-07-07 17:00:00,2,4,4,6,12,16,28,32,42,51,70,86,118,134,163,227,308,394,450,516,504,450,404,314,239,190,131,96,40,14
2021-07-07 18:00:00,1,6,3,5,14,16,19,34,47,56,74,75,111,121,154,209,296,335,406,463,449,413,335,287,214,163,101,79,34,10
2021-07-07 19:00:00,2,6,4,4,14,24,30,41,50,72,89,116,161,238,307,400,471,491,502,482,450,376,294,262,209,186,114,75,30,10
2021-07-07 20:00:00,2,5,5,4,14,32,40,48,53,88,104,158,211,355,460,590,646,647,597,500,450,338,254,237,204,210,126,71,26,11
2021-07-07 21:00:00,2,7,8,10,18,32,46,58,82,122,174,286,356,519,616,698,696,670,583,486,402,312,258,267,248,232,134,84,37,12
2021-07-07 22:00:00,2,9,12,16,21,32,53,67,112,155,245,413,502,683,772,806,747,694,569,473,355,285,262,297,291,254,142,98,48,12
2021-07-07 23:00:00,4,10,18,22,30,53,96,142,220,294,402,534,671,774,820,810,736,661,530,442,356,340,326,376,328,276,169,106,51,12
2021-07-08 00:00:00,7,10,24,28,40,74,140,216,328,434,559,654,840,866,867,814,725,628,491,411,356,396,391,454,364,297,196,113,54,13
2021-07-08 01:00:00,10,13,26,31,52,92,156,196,306,391,530,599,700,727,739,698,632,538,424,382,352,348,358,373,334,277,159,107,52,14
2021-07-08 02:00:00,12,16,29,34,64,109,171,177,284,348,500,544,561,588,611,582,540,447,357,353,347,300,325,292,303,257,122,101,49,15
2021-07-08 03:00:00,14,21,29,42,71,102,193,200,305,368,473,518,534,551,534,522,464,398,328,304,314,296,298,272,262,234,122,88,42,12
2021-07-08 04:00:00,17,26,29,49,78,96,215,224,326,387,446,493,507,514,457,461,388,349,300,255,282,291,271,253,221,210,123,75,34,10
2021-07-08 05:00:00,14,22,31,43,62,94,177,206,300,332,423,454,476,494,464,439,403,358,306,264,286,286,282,258,228,182,126,62,26,13
2021-07-08 06:00:00,11,19,33,37,46,91,139,187,273,276,400,416,445,475,471,417,418,368,313,273,291,282,292,263,236,155,129,48,18,16
2021-07-08 07:00:00,6,11,20,26,32,63,107,144,220,236,350,396,458,538,570,577,590,544,484,439,384,382,364,330,320,250,168,86,40,15
2021-07-08 08:00:00,1,3,8,14,17,35,75,101,166,195,301,376,471,602,668,737,762,720,654,605,478,481,436,397,404,344,206,125,63,14
2021-07-08 09:00:00,2,4,8,10,11,28,51,68,115,146,221,286,360,452,520,560,595,568,536,497,396,366,334,304,311,260,166,97,46,11
2021-07-08 10:00:00,2,5,9,7,5,22,27,36,64,97,141,197,248,302,373,382,428,415,417,389,315,251,232,211,218,177,127,69,28,8
2021-07-08 11:00:00,3,4,8,8,12,21,28,40,66,102,166,216,302,366,438,500,514,500,506,475,402,320,276,260,236,166,96,44,23,8
2021-07-08 12:00:00,4,4,7,10,18,20,28,45,69,108,191,234,357,430,504,618,599,585,596,561,490,390,321,309,253,156,65,20,18,9
2021-07-08 13:00:00,4,4,6,10,12,14,26,30,42,76,130,156,228,290,365,458,473,483,478,440,412,334,295,250,214,162,79,44,24,10
2021-07-08 14:00:00,3,5,5,9,6,9,23,16,15,43,70,79,99,151,226,299,347,381,359,318,334,279,269,191,176,169,93,68,30,12
2021-07-08 15:00:00,2,4,5,10,9,10,20,27,24,48,76,80,108,154,212,306,363,402,398,384,376,334,283,228,194,168,100,77,35,14
2021-07-08 16:00:00,2,4,5,10,12,12,18,38,32,53,81,82,118,158,198,312,379,422,436,451,417,389,297,266,213,167,107,86,40,16
2021-07-08 17:00:00,2,4,5,8,10,12,18,34,33,44,76,87,106,152,200,309,414,502,514,532,512,446,363,290,227,183,118,74,30,15
2021-07-08 18:00:00,2,5,5,5,7,12,18,30,34,34,72,92,94,147,203,306,448,581,591,612,606,504,429,314,241,199,128,61,21,14
2021-07-08 19:00:00,4,5,8,9,8,10,16,27,40,52,67,92,110,176,259,356,447,540,519,491,459,368,313,242,196,161,100,56,18,12
2021-07-08 20:00:00,5,5,12,13,10,9,15,24,46,70,62,92,125,205,315,406,446,499,447,370,312,233,197,171,151,123,72,52,16,9
2021-07-08 21:00:00,6,4,11,10,12,14,24,48,60,96,126,182,268,358,440,489,500,514,414,328,265,227,213,200,178,142,83,52,17,13
2021-07-08 22:00:00,7,4,10,7,13,19,34,73,75,123,190,273,411,510,566,572,554,529,381,286,218,221,229,228,204,162,94,53,18,17
2021-07-08 23:00:00,10,10,14,18,32,40,66,115,175,252,323,380,458,524,536,485,429,389,306,262,222,232,233,213,179,126,72,40,12,12
2021-07-09 00:00:00,12,15,18,29,50,62,98,157,275,380,456,488,506,538,506,398,304,249,232,238,227,244,237,198,154,90,51,28,7,7
2021-07-09 01:00:00,10,17,23,39,62,105,162,250,330,420,504,532,542,540,520,455,388,350,354,352,352,330,320,256,186,132,70,38,12,6
2021-07-09 02:00:00,7,19,28,49,73,148,227,342,386,460,551,576,578,542,534,512,472,452,477,465,476,416,404,315,217,174,88,47,18,4
2021-07-09 03:00:00,10,23,38,67,100,196,320,443,460,550,610,612,611,574,546,548,538,522,520,501,501,450,410,328,217,150,74,40,14,6
2021-07-09 04:00:00,12,27,48,85,126,244,412,544,535,639,669,647,644,607,559,584,604,593,563,537,526,483,415,342,217,126,61,34,10,9
2021-07-09 05:00:00,10,22,39,64,102,196,328,436,464,562,632,620,682,646,632,652,616,622,596,562,578,516,436,324,200,110,56,30,10,7
2021-07-09 06:00:00,8,16,30,42,78,149,244,329,393,485,596,594,720,685,706,720,629,651,628,588,631,550,457,307,182,94,50,27,10,5
2021-07-09 07:00:00,5,12,22,28,62,100,160,226,292,374,466,496,581,591,674,682,637,664,613,581,576,534,463,366,218,129,66,28,10,4
2021-07-09 08:00:00,2,8,15,15,47,50,76,123,190,264,335,397,442,497,643,643,645,678,598,574,522,517,469,426,253,164,83,29,10,4
2021-07-09 09:00:00,2,7,14,14,29,41,65,100,164,204,273,340,390,448,591,614,654,702,691,651,621,572,522,464,326,212,114,44,18,6
2021-07-09 10:00:00,3,6,13,12,11,32,54,78,138,143,211,282,337,400,539,585,662,726,784,728,720,626,576,503,398,260,144,60,25,7
2021-07-09 11:00:00,6,6,9,12,14,28,41,68,110,131,188,240,298,363,482,564,644,686,720,710,666,591,573,474,366,258,140,57,22,6
2021-07-09 12:00:00,8,6,5,13,17,25,28,58,82,119,164,199,259,326,426,543,625,647,656,692,612,556,570,444,334,256,136,54,20,4
2021-07-09 13:00:00,6,4,6,10,16,20,28,51,68,99,135,160,208,280,362,444,530,586,552,568,526,486,484,386,290,224,125,58,21,7
2021-07-09 14:00:00,4,1,7,7,16,15,29,44,55,79,106,122,158,235,298,345,436,524,448,443,441,415,397,328,245,191,114,61,22,10
2021-07-09 15:00:00,4,4,8,8,17,17,30,40,57,86,116,138,155,227,331,422,551,642,560,558,524,480,414,314,235,176,107,56,24,8
2021-07-09 16:00:00,4,8,8,10,18,19,30,36,59,94,126,154,152,219,364,499,666,761,672,674,607,544,430,301,225,162,100,52,25,7
2021-07-09 17:00:00,4,9,8,9,14,19,32,46,81,130,168,194,192,238,333,492,705,948,932,904,838,729,617,418,277,177,100,61,26,11
2021-07-09 18:00:00,3,10,7,8,11,19,33,56,103,167,210,234,233,256,302,485,744,1135,1191,1134,1069,914,804,536,329,192,101,70,26,15
2021-07-09 19:00:00,3,8,7,13,16,28,52,73,102,146,180,212,255,321,442,622,850,1065,1052,934,824,681,574,400,272,188,126,84,37,21
2021-07-09 20:00:00,3,6,7,18,21,38,70,90,100,124,150,189,277,386,583,760,955,995,912,735,578,448,344,264,214,183,150,98,48,27
