date,calanque,marseille,cotebleue
2019-01-01 00:00:00,0.018956799089433617,0.08677964153015606,0.005032002429506046
2019-01-01 02:00:00,0.0113362723896544,0.08695056477724908,-0.010116294494338244
2019-01-01 04:00:00,-0.027401586318471498,0.08152739407965831,-0.047390254968503284
2019-01-01 06:00:00,-0.05958547388122819,0.042800350229275044,-0.06425857591862728
2019-01-01 08:00:00,-0.06239246048219585,0.05025632546499813,-0.06726251486232102
2019-01-01 10:00:00,-0.018110348601563336,0.06387564869378204,-0.024709178579867846
2019-01-01 12:00:00,0.013847599005862157,0.06849182390164332,0.006435318398303903
2019-01-01 14:00:00,0.15820876807185993,0.1705934304858563,0.1238197021747853
2019-01-01 16:00:00,0.46748254344046686,0.44173899698203445,0.32929755927628757
2019-01-01 18:00:00,0.9670031801577779,0.9112172247663982,0.6686733702746657
2019-01-01 20:00:00,1.5431807168727874,1.5025323515657307,1.0091849747215766
2019-01-01 22:00:00,1.7173411092531206,1.8047544420542594,1.0957538653507908
2019-01-02 00:00:00,1.8811253765736524,1.9907909891055091,1.2216204981283918
2019-01-02 02:00:00,2.5147689619075146,2.7114923538300797,1.609835622677911
2019-01-02 04:00:00,3.075802776086836,3.3604576781703415,1.8910660314453613
2019-01-02 06:00:00,2.9514752196909857,3.4452808816766582,1.706599814360202
2019-01-02 08:00:00,2.753290249296718,3.5579997963893044,1.5410746418643173
2019-01-02 10:00:00,2.120743098907763,2.9295068629914134,1.5100079016358474
2019-01-02 12:00:00,1.6665441683553226,2.534454612475527,1.10734458623305
2019-01-02 14:00:00,1.5615799111211692,2.3825315618673053,0.9628424517385694
2019-01-02 16:00:00,1.1969389455871857,1.8814505420800771,0.6502553632305959
2019-01-02 18:00:00,1.096104708449329,1.8974699742562402,0.6154393619870082
2019-01-02 20:00:00,0.6732556968854548,1.3202329514542384,0.32672198291471766
2019-01-02 22:00:00,0.41017334015469564,0.9937391175337515,0.16240765523462897
2019-01-03 00:00:00,0.25866287540609156,0.6836430119067394,0.095169020916897
